표찰번호,지번주소,위도,경도
219-28,광주광역시 서구 치평동 1155,35.15151215,126.8399582
219-29,광주광역시 서구 치평동 1155,35.15148544,126.8403931
219-30,광주광역시 서구 치평동 1155,35.15151215,126.8408508
219-31,광주광역시 서구 치평동 1155,35.15152359,126.8412781
219-32,광주광역시 서구 치평동 1155,35.15153122,126.8416748
219-33,광주광역시 서구 치평동 1155,35.15153885,126.8420792
219-34,광주광역시 서구 치평동 1155,35.15153122,126.8425522
219-35,광주광역시 서구 치평동 1170,35.15153503,126.8432159
220-1,광주광역시 서구 치평동 1165,35.15874863,126.8436966
220-2,광주광역시 서구 치평동 1165,35.15874863,126.8441467
220-3,광주광역시 서구 치평동 1165,35.15876389,126.8446045
220-4,광주광역시 서구 치평동 1165,35.15873718,126.8450317
220-5,광주광역시 서구 치평동 1165,35.15872955,126.8454666
220-6,광주광역시 서구 치평동 1165,35.15875244,126.8459244
220-7,광주광역시 서구 치평동 1165,35.1587677,126.8462982
220-8,광주광역시 서구 치평동 1165,35.15875244,126.8467255
220-9,광주광역시 서구 치평동 1165,35.15874863,126.8471069
220-10,광주광역시 서구 치평동 1165,35.15874863,126.847702
220-11,광주광역시 서구 치평동 1165,35.15875244,126.8479996
220-12,광주광역시 서구 치평동 1164,35.15861511,126.8428497
220-13,광주광역시 서구 치평동 1164,35.15827179,126.8428574
220-14,광주광역시 서구 치평동 1164,35.15790939,126.8428802
220-15,광주광역시 서구 치평동 1164,35.157547,126.842865
220-16,광주광역시 서구 치평동 1164,35.15716934,126.8428726
220-17,광주광역시 서구 치평동 1164,35.15683746,126.8428421
220-18,광주광역시 서구 치평동 1164,35.15644455,126.8428879
220-19,광주광역시 서구 치평동 1164,35.15607834,126.842865
220-20,광주광역시 서구 치평동 1164,35.15571976,126.8428574
220-21,광주광역시 서구 치평동 1164,35.15541458,126.8430862
220-22,광주광역시 서구 치평동 1164,35.1555481,126.8431015
220-23,광주광역시 서구 치평동 1164,35.15592194,126.8430862
220-24,광주광역시 서구 치평동 1164,35.15628815,126.8430939
220-25,광주광역시 서구 치평동 1164,35.15667343,126.8430862
220-26,광주광역시 서구 치평동 1164,35.15701294,126.8430862
220-27,광주광역시 서구 치평동 1164,35.15737152,126.8431015
220-28,광주광역시 서구 치평동 1164,35.15775681,126.843132
220-29,광주광역시 서구 치평동 1164,35.15808105,126.8430786
220-30,광주광역시 서구 치평동 1164,35.15842056,126.8430939
220-31,광주광역시 서구 치평동 1165,35.15874863,126.8432236
221-1,광주광역시 서구 치평동 1175,35.14632034,126.8439331
221-2,광주광역시 서구 치평동 1175,35.14618683,126.843399
221-3,광주광역시 서구 치평동 1172,35.14624405,126.8431015
221-4,광주광역시 서구 치평동 1172,35.14662933,126.8430939
221-5,광주광역시 서구 치평동 1172,35.14699936,126.8431015
221-6,광주광역시 서구 치평동 1172,35.14725876,126.8431015
221-7,광주광역시 서구 치평동 1172,35.147686,126.8431244
221-8,광주광역시 서구 치평동 1173,35.14793777,126.8433762
221-9,광주광역시 서구 치평동 1173,35.14794922,126.8437119
221-10,광주광역시 서구 치평동 1173,35.1479454,126.8441544
221-11,광주광역시 서구 치평동 1173,35.1479454,126.8446198
221-12,광주광역시 서구 치평동 1173,35.1479187,126.8450317
221-13,광주광역시 서구 치평동 1173,35.14792252,126.8454514
221-14,광주광역시 서구 치평동 1173,35.14795303,126.845871
221-15,광주광역시 서구 치평동 1173,35.14795685,126.8463135
221-16,광주광역시 서구 치평동 1173,35.14795303,126.846756
221-17,광주광역시 서구 치평동 1175,35.14783478,126.8473358
221-18,광주광역시 서구 치평동 1175,35.14720535,126.8472443
221-19,광주광역시 서구 치평동 1175,35.14706421,126.8467102
221-20,광주광역시 서구 치평동 1175,35.14692688,126.8461838
221-21,광주광역시 서구 치평동 1175,35.14678192,126.8456345
221-22,광주광역시 서구 치평동 1175,35.1466217,126.8450317
221-23,광주광역시 서구 치평동 1175,35.14644241,126.844368
221-24,광주광역시 서구 치평동 1175,35.14746475,126.8475037
221-25,광주광역시 서구 치평동 1175,35.14765549,126.8475037
221-26,광주광역시 서구 치평동 1174-2,35.14657593,126.8443222
221-27,광주광역시 서구 치평동 1174-2,35.1467514,126.8443222
221-28,광주광역시 서구 치평동 1174-2,35.14691544,126.8443222
221-29,광주광역시 서구 치평동 1174-2,35.14709854,126.8443222
221-30,광주광역시 서구 치평동 1174-2,35.14732742,126.8443146
221-31,광주광역시 서구 치평동 1174-2,35.14748001,126.8443222
221-32,광주광역시 서구 치평동 1174-2,35.14765549,126.8443222
221-33,광주광역시 서구 치평동 1174-2,35.14786148,126.8443069
222-1,광주광역시 서구 치평동 1305,35.1453743,126.8436203
222-2,광주광역시 서구 치평동 1309,35.14550018,126.843689
222-3,광주광역시 서구 치평동 1309,35.14562988,126.8439484
222-4,광주광역시 서구 치평동 1309,35.14574051,126.8441772
222-5,광주광역시 서구 치평동 1305,35.14559937,126.8434601
222-6,광주광역시 서구 치평동 1305,35.14586639,126.8432465
222-7,광주광역시 서구 치평동 1277,35.14603424,126.8432922
222-8,광주광역시 서구 치평동 1277,35.14615631,126.8437576
222-9,광주광역시 서구 치평동 1277,35.1462822,126.8442001
222-10,광주광역시 서구 치평동 1277,35.14640808,126.8446655
222-11,광주광역시 서구 치평동 1277,35.14655304,126.8452377
222-12,광주광역시 서구 치평동 1277,35.14662933,126.8454742
222-13,광주광역시 서구 치평동 1277,35.14674759,126.8459396
222-14,광주광역시 서구 치평동 1305,35.14474487,126.8440399
222-15,광주광역시 서구 치평동 1305,35.14501953,126.8438492
222-16,광주광역시 서구 치평동 1310-26,35.14575195,126.8462067
222-17,광주광역시 서구 치평동 1310-26,35.14561081,126.8458939
222-18,광주광역시 서구 치평동 1310-26,35.14546585,126.8456116
222-19,광주광역시 서구 치평동 1310-26,35.14533615,126.8453369
222-20,광주광역시 서구 치평동 1310-26,35.1451683,126.8450012
222-21,광주광역시 서구 치평동 1310-26,35.14499283,126.8446655
222-22,광주광역시 서구 치평동 1310-26,35.14491653,126.8444977
222-23,광주광역시 서구 치평동 1310-26,35.14474869,126.8441544
223-1,광주광역시 서구 치평동 1232,35.15184784,126.8502655
223-2,광주광역시 서구 치평동 1170,35.15172958,126.8499832
223-3,광주광역시 서구 치평동 1170,35.15153885,126.8499756
223-4,광주광역시 서구 치평동 1170,35.15153503,126.8503952
223-5,광주광역시 서구 치평동 1170,35.15153122,126.8507614
223-6,광주광역시 서구 치평동 1170,35.15149689,126.851181
223-7,광주광역시 서구 치평동 1170,35.15149307,126.8513031
223-8,광주광역시 서구 치평동 1248,35.1543541,126.8514404
223-9,광주광역시 서구 치평동 1248,35.15414429,126.8514481
223-10,광주광역시 서구 치평동 1248,35.15366364,126.8514557
223-11,광주광역시 서구 치평동 1248,35.15325546,126.8514404
223-12,광주광역시 서구 치평동 1248,35.15266037,126.8514404
223-13,광주광역시 서구 치평동 1248,35.15225601,126.8514557
223-14,광주광역시 서구 치평동 1248,35.15202713,126.8514404
223-15,광주광역시 서구 치평동 1248,35.15188599,126.8514404
223-16,광주광역시 서구 치평동 1170,35.15176392,126.8512878
223-17,광주광역시 서구 치평동 1170,35.15176392,126.851059
223-18,광주광역시 서구 치평동 1170,35.1517601,126.8507996
223-19,광주광역시 서구 치평동 1170,35.15172577,126.8506012
224-1,광주광역시 서구 치평동 1246,35.15139389,126.8540955
224-2,광주광역시 서구 치평동 1246,35.15104675,126.8540878
224-3,광주광역시 서구 치평동 1246,35.15067291,126.8540878
224-4,광주광역시 서구 치평동 1246,35.15035629,126.8539352
224-5,광주광역시 서구 치평동 1246,35.15035248,126.8535843
224-6,광주광역시 서구 치평동 1246,35.1502533,126.8538513
224-7,광주광역시 서구 치평동 1246,35.15026855,126.8542099
224-8,광주광역시 서구 치평동 1246,35.15026093,126.8546066
224-9,광주광역시 서구 쌍촌동 1006,35.15030289,126.8550186
224-10,광주광역시 서구 치평동 1246,35.15047836,126.8552094
224-11,광주광역시 서구 치평동 1246,35.15042496,126.8550949
224-12,광주광역시 서구 치평동 1246,35.15037155,126.8548584
224-13,광주광역시 서구 치평동 1246,35.1503334,126.8544159
224-14,광주광역시 서구 치평동 1246,35.15051651,126.854187
224-15,광주광역시 서구 치평동 1246,35.15087509,126.8541946
224-16,광주광역시 서구 치평동 1246,35.15120697,126.854187
225-1,광주광역시 서구 치평동 1242,35.15176392,126.8543549
225-2,광주광역시 서구 치평동 1242,35.1517334,126.8539047
225-3,광주광역시 서구 치평동 1242,35.15172577,126.8535156
225-4,광주광역시 서구 치평동 1242,35.15153885,126.8532715
225-5,광주광역시 서구 치평동 1242,35.15153503,126.8537827
225-6,광주광역시 서구 치평동 1242,35.15150452,126.8543549
225-7,광주광역시 서구 치평동 1242,35.15150833,126.8546143
225-8,광주광역시 서구 치평동 1226,35.15201569,126.8550873
225-9,광주광역시 서구 치평동 1226,35.1523056,126.8550797
225-10,광주광역시 서구 치평동 1226,35.15252304,126.8550873
225-11,광주광역시 서구 치평동 1226,35.15293884,126.8550949
225-12,광주광역시 서구 치평동 1226,35.15343094,126.8551254
225-13,광주광역시 서구 치평동 1226,35.15370178,126.8551025
225-14,광주광역시 서구 치평동 1226,35.15389252,126.8550873
225-15,광주광역시 서구 치평동 1226,35.15371323,126.8547592
225-16,광주광역시 서구 치평동 1226,35.15346909,126.8547745
225-17,광주광역시 서구 치평동 1226,35.15314102,126.8547668
225-18,광주광역시 서구 치평동 1229,35.15296555,126.854599
225-19,광주광역시 서구 치평동 1229,35.15296173,126.8544006
225-20,광주광역시 서구 치평동 1229,35.15296936,126.8538971
225-21,광주광역시 서구 치평동 1229,35.15296555,126.8535843
225-22,광주광역시 서구 치평동 1240-10,35.15285873,126.853241
225-23,광주광역시 서구 치평동 1240-4,35.15285873,126.8537598
225-24,광주광역시 서구 치평동 1229,35.15276337,126.8540878
225-25,광주광역시 서구 치평동 1229,35.15239334,126.8540802
225-26,광주광역시 서구 치평동 1229,35.15204239,126.8540955
225-27,광주광역시 서구 치평동 1229,35.15187073,126.854187
225-28,광주광역시 서구 치평동 1229,35.15227509,126.854187
225-29,광주광역시 서구 치평동 1229,35.15269852,126.8541718
225-30,광주광역시 서구 치평동 1229,35.15286255,126.8543015
225-31,광주광역시 서구 치평동 1226,35.15275192,126.8547363
225-32,광주광역시 서구 치평동 1226,35.15252304,126.8547363
225-33,광주광역시 서구 치평동 1226,35.15230179,126.8547363
225-34,광주광역시 서구 치평동 1226,35.15208054,126.8547287
225-35,광주광역시 서구 치평동 1226,35.15190506,126.8547363
225-36,광주광역시 서구 치평동 1242,35.1517601,126.8545914
226-1,광주광역시 서구 치평동 1242,35.15176392,126.8519287
226-2,광주광역시 서구 치평동 1248,35.1518898,126.851799
226-3,광주광역시 서구 치평동 1248,35.15207291,126.8517914
226-4,광주광역시 서구 치평동 1248,35.15226364,126.851799
226-5,광주광역시 서구 치평동 1248,35.15250778,126.851799
226-6,광주광역시 서구 치평동 1248,35.15327454,126.8517761
226-7,광주광역시 서구 치평동 1248,35.15366364,126.8517685
226-8,광주광역시 서구 치평동 1248,35.15416718,126.8517838
226-9,광주광역시 서구 치평동 1219,35.15439224,126.8517761
226-10,광주광역시 서구 치평동 1248,35.1541748,126.8516006
226-11,광주광역시 서구 치평동 1248,35.15353775,126.8516006
226-12,광주광역시 서구 치평동 1248,35.15314484,126.8516083
226-13,광주광역시 서구 치평동 1248,35.15265656,126.8516006
226-14,광주광역시 서구 치평동 1248,35.15244675,126.8516006
226-15,광주광역시 서구 치평동 1248,35.15225983,126.8515854
226-16,광주광역시 서구 치평동 1242,35.15149689,126.8519592
226-17,광주광역시 서구 치평동 1242,35.15150833,126.8522568
226-18,광주광역시 서구 치평동 1242,35.15153122,126.8526764
226-19,광주광역시 서구 치평동 1242,35.1517334,126.8527908
226-20,광주광역시 서구 치평동 1242,35.15175247,126.852356
227-1,광주광역시 서구 치평동 1229,35.15376663,126.8529663
227-2,광주광역시 서구 치평동 1229,35.15325165,126.8529587
227-3,광주광역시 서구 치평동 1229,35.15296173,126.8528214
227-4,광주광역시 서구 치평동 1229,35.15296555,126.8525543
227-5,광주광역시 서구 치평동 1229,35.1529541,126.8520966
227-6,광주광역시 서구 치평동 1239,35.15285492,126.8519287
227-7,광주광역시 서구 치평동 1239,35.15285492,126.852211
227-8,광주광역시 서구 치평동 1239,35.15274429,126.8529282
227-9,광주광역시 서구 치평동 1239,35.1522522,126.8529358
227-10,광주광역시 서구 치평동 1229,35.15186691,126.8531113
227-11,광주광역시 서구 치평동 1229,35.15211868,126.8531113
227-12,광주광역시 서구 치평동 1229,35.15254974,126.8531189
227-13,광주광역시 서구 치평동 1229,35.15306854,126.8531113
227-14,광주광역시 서구 치평동 1229,35.15354156,126.8531113
227-15,광주광역시 서구 치평동 1229,35.15387344,126.8532333
227-16,광주광역시 서구 치평동 1229,35.153862,126.8537598
227-17,광주광역시 서구 치평동 1229,35.15384674,126.8544769
227-18,광주광역시 서구 치평동 1229,35.15395355,126.8546143
227-19,광주광역시 서구 치평동 1229,35.15394592,126.8544083
227-20,광주광역시 서구 치평동 1229,35.15394592,126.8539352
227-21,광주광역시 서구 치평동 1229,35.15394592,126.853447
227-22,광주광역시 서구 치평동 1229,35.15406799,126.8531113
227-23,광주광역시 서구 치평동 1229,35.15435791,126.8531189
227-24,광주광역시 서구 치평동 1229,35.15475464,126.8531189
227-25,광주광역시 서구 치평동 1229,35.15499115,126.8529587
227-26,광주광역시 서구 치평동 1229,35.1545639,126.8529663
227-27,광주광역시 서구 치평동 1229,35.15394592,126.8527985
227-28,광주광역시 서구 치평동 1229,35.15394974,126.8525238
227-29,광주광역시 서구 치평동 1229,35.15394592,126.852356
227-30,광주광역시 서구 치평동 1229,35.15394974,126.8521347
227-31,광주광역시 서구 치평동 1248,35.15408325,126.8517609
227-32,광주광역시 서구 치평동 1248,35.15408325,126.8514481
227-33,광주광역시 서구 치평동 1248,35.15373993,126.8514481
227-34,광주광역시 서구 치평동 1248,35.15372467,126.8517761
227-35,광주광역시 서구 치평동 1229,35.15385056,126.8519211
227-36,광주광역시 서구 치평동 1229,35.15385818,126.8525009
227-37,광주광역시 서구 치평동 1222-4,35.15491867,126.8536224
227-38,광주광역시 서구 치평동 1222-4,35.1546669,126.8536224
227-39,광주광역시 서구 치평동 1222-4,35.1544075,126.8536148
227-40,광주광역시 서구 치평동 1222-4,35.15412521,126.8536224
227-41,광주광역시 서구 치평동 1228-3,35.1537056,126.8536224
227-42철거,광주광역시 서구 치평동 1228-3,35.15350342,126.8536835
227-43철거,광주광역시 서구 치평동 1228-3,35.15337753,126.853775
227-44,광주광역시 서구 치평동 1228-3,35.15339279,126.8539124
227-45,광주광역시 서구 치평동 1228-3,35.1531601,126.8536224
227-46,광주광역시 서구 치평동 1228-3,35.15328979,126.8535461
227-47,광주광역시 서구 치평동 1228-3,35.15330505,126.8531876
227-48,광주광역시 서구 치평동 1228-3,35.15354156,126.8535233
227-49,광주광역시 서구 치평동 1228-3,35.15353775,126.8531799
228-1,광주광역시 서구 치평동 1219,35.15638351,126.8520508
228-2,광주광역시 서구 치평동 1219,35.15660858,126.8520813
228-3,광주광역시 서구 치평동 1219,35.15681076,126.8520432
228-4,광주광역시 서구 치평동 1207,35.15696335,126.8522263
228-5,광주광역시 서구 치평동 1207,35.15696716,126.852623
228-6,광주광역시 서구 치평동 1207,35.15685654,126.8529587
228-7,광주광역시 서구 치평동 1207,35.15641403,126.8529739
228-8,광주광역시 서구 치평동 1207,35.1559906,126.852951
228-9,광주광역시 서구 치평동 1207,35.15559387,126.8529587
228-10,광주광역시 서구 치평동 1207,35.15864563,126.852951
228-11,광주광역시 서구 치평동 1207,35.15832138,126.8529434
228-12,광주광역시 서구 치평동 1207,35.15789032,126.8529587
228-13,광주광역시 서구 치평동 1207,35.15743256,126.852951
228-14,광주광역시 서구 치평동 1207,35.15708923,126.8528061
228-15,광주광역시 서구 치평동 1207,35.15709686,126.8524017
228-16,광주광역시 서구 치평동 1219,35.15720749,126.8520203
228-17,광주광역시 서구 치평동 1219,35.15736771,126.8520279
228-18,광주광역시 서구 치평동 1219,35.15751266,126.8520737
228-19,광주광역시 서구 치평동 1219,35.15771103,126.852066
228-20,광주광역시 서구 치평동 1219,35.15792847,126.8520432
228-21,광주광역시 서구 치평동 1219,35.15813065,126.8520355
228-22,광주광역시 서구 치평동 1219,35.1583519,126.8520355
228-23,광주광역시 서구 치평동 1219,35.15859222,126.8520432
228-24,광주광역시 서구 치평동 1219,35.1554451,126.8520355
228-25,광주광역시 서구 치평동 1219,35.15570068,126.8520584
228-26,광주광역시 서구 치평동 1219,35.15594864,126.8520584
228-27,광주광역시 서구 치평동 1219,35.15620041,126.8520126
228-28,광주광역시 서구 치평동 1209-4,35.15611649,126.8528366
228-29,광주광역시 서구 치평동 1209-4,35.1561203,126.8525925
228-30,광주광역시 서구 치평동 1209-5,35.15610504,126.8522034
229-1,광주광역시 서구 치평동 1219,35.15541458,126.8511734
229-2,광주광역시 서구 치평동 1215,35.15531158,126.8510437
229-3,광주광역시 서구 치평동 1215,35.15530396,126.850708
229-4,광주광역시 서구 치평동 1212,35.15551376,126.8502579
229-5,광주광역시 서구 치평동 1212,35.1558876,126.8502579
229-6,광주광역시 서구 치평동 1212,35.15626144,126.8502579
229-7,광주광역시 서구 치평동 1212,35.15667343,126.8502731
229-8,광주광역시 서구 치평동 1219,35.15684509,126.8511429
229-9,광주광역시 서구 치평동 1219,35.15658569,126.8511429
229-10,광주광역시 서구 치평동 1219,35.15634918,126.8511353
229-11,광주광역시 서구 치평동 1219,35.15615845,126.8511887
229-12,광주광역시 서구 치평동 1219,35.15591049,126.8511429
229-13,광주광역시 서구 치평동 1219,35.15570831,126.8511353
229-14,광주광역시 서구 치평동 1215,35.15512466,126.8505325
229-15,광주광역시 서구 치평동 1215,35.15512085,126.8509293
229-16,광주광역시 서구 치평동 1219,35.15497589,126.8511581
229-17,광주광역시 서구 치평동 1219,35.15475082,126.851181
229-18,광주광역시 서구 치평동 1219,35.15455627,126.8512726
229-19,광주광역시 서구 치평동 1219,35.15860367,126.8511734
229-20,광주광역시 서구 치평동 1219,35.15843582,126.851181
229-21,광주광역시 서구 치평동 1219,35.15814209,126.8511734
229-22,광주광역시 서구 치평동 1219,35.1579361,126.8511581
229-23,광주광역시 서구 치평동 1219,35.1577034,126.8511429
229-24,광주광역시 서구 치평동 1219,35.15749359,126.8511429
229-25,광주광역시 서구 치평동 1219,35.15737152,126.8511963
229-26,광주광역시 서구 치평동 1219,35.15720367,126.8511887
229-27,광주광역시 서구 치평동 1210-1,35.15611267,126.8503418
229-28,광주광역시 서구 치평동 1210-1,35.1561203,126.8505707
229-29,광주광역시 서구 치평동 1210-1,35.15611267,126.8508072
230-1,광주광역시 서구 치평동 1246,35.15024567,126.851944
230-2,광주광역시 서구 치평동 1246,35.15024567,126.8523712
230-3,광주광역시 서구 치평동 1246,35.15031815,126.8527756
230-4,광주광역시 서구 치평동 1246,35.1503334,126.8525314
230-5,광주광역시 서구 치평동 1246,35.15032959,126.8520737
230-6,광주광역시 서구 치평동 1248,35.15056229,126.8517914
230-7,광주광역시 서구 치평동 1248,35.15080261,126.8518448
230-8,광주광역시 서구 치평동 1248,35.15101242,126.8518295
230-9,광주광역시 서구 치평동 1248,35.15133667,126.8517761
230-10,광주광역시 서구 치평동 1246,35.14962006,126.8527679
230-11,광주광역시 서구 치평동 1246,35.1494751,126.8524628
230-12,광주광역시 서구 치평동 1246,35.14931107,126.8521194
230-13,광주광역시 서구 치평동 1248,35.14949036,126.8517914
230-14,광주광역시 서구 치평동 1248,35.14965057,126.8517838
230-15,광주광역시 서구 치평동 1248,35.14987183,126.8517838
230-16,광주광역시 서구 치평동 1248,35.15012741,126.8517761
231-1,광주광역시 서구 치평동 1212,35.1567688,126.8501053
231-2,광주광역시 서구 치평동 1212,35.15651703,126.8500977
231-3,광주광역시 서구 치평동 1212,35.15592575,126.8501053
231-4,광주광역시 서구 치평동 1215,35.15530396,126.8499527
231-5,광주광역시 서구 치평동 1215,35.15530777,126.8495483
231-6,광주광역시 서구 치평동 1215,35.15529633,126.8488159
231-7,광주광역시 서구 치평동 1215,35.15512466,126.8486328
231-8,광주광역시 서구 치평동 1215,35.15513992,126.8489304
231-9,광주광역시 서구 치평동 1215,35.15512848,126.8493652
231-10,광주광역시 서구 치평동 1215,35.15512466,126.8497925
231-11,광주광역시 서구 치평동 1212,35.15744019,126.8502502
231-12,광주광역시 서구 치평동 1212,35.15785217,126.8502579
231-13,광주광역시 서구 치평동 1212,35.15822983,126.8502426
231-14,광주광역시 서구 치평동 1212,35.15854263,126.8501053
231-15,광주광역시 서구 치평동 1212,35.15805817,126.8500977
231-16,광주광역시 서구 치평동 1212,35.15762329,126.8501129
231-17,광주광역시 서구 치평동 1212,35.15723038,126.8501053
231-18,광주광역시 서구 치평동 1212,35.1570816,126.8499603
231-19,광주광역시 서구 치평동 1212,35.15709305,126.849411
231-20,광주광역시 서구 치평동 1212,35.15708542,126.8489227
231-21,광주광역시 서구 치평동 1212,35.15696335,126.8486404
231-22,광주광역시 서구 치평동 1212,35.15695953,126.8491669
231-23,광주광역시 서구 치평동 1212,35.15695953,126.8497238
231-24,광주광역시 서구 치평동 1212,35.15695572,126.8504105
231-25,광주광역시 서구 치평동 1212,35.15695572,126.8509445
231-26,광주광역시 서구 치평동 1212,35.15708923,126.8510437
231-27,광주광역시 서구 치평동 1212,35.15708542,126.8506622
232-1,광주광역시 서구 치평동 1232,35.15314102,126.8502655
232-2,광주광역시 서구 치평동 1232,35.15361786,126.8502502
232-3,광주광역시 서구 치평동 1232,35.15384293,126.8503723
232-4,광주광역시 서구 치평동 1232,35.15384674,126.8511276
232-5,광주광역시 서구 치평동 1232,35.15395355,126.8512421
232-6,광주광역시 서구 치평동 1232,35.15395355,126.8509979
232-7,광주광역시 서구 치평동 1232,35.15394592,126.8505402
232-8,광주광역시 서구 치평동 1232,35.15414429,126.8502579
232-9,광주광역시 서구 치평동 1232,35.15437698,126.8502655
232-10,광주광역시 서구 치평동 1232,35.15472031,126.8502502
232-11,광주광역시 서구 치평동 1232,35.15481567,126.85009
232-12,광주광역시 서구 치평동 1232,35.15446854,126.8500977
232-13,광주광역시 서구 치평동 1232,35.15371323,126.8501129
232-14,광주광역시 서구 치평동 1232,35.15331268,126.8500977
232-15,광주광역시 서구 치평동 1232,35.15296936,126.8499756
232-16,광주광역시 서구 치평동 1232,35.15295792,126.849617
232-17,광주광역시 서구 치평동 1232,35.1529541,126.8491821
232-18,광주광역시 서구 치평동 1238-6,35.15286636,126.8503952
232-19,광주광역시 서구 치평동 1232,35.15286636,126.8509216
232-20,광주광역시 서구 치평동 1232,35.15296936,126.8512878
232-21,광주광역시 서구 치평동 1232,35.15295792,126.8509521
232-22,광주광역시 서구 치평동 1232,35.15295792,126.8505936
233-1,광주광역시 서구 쌍촌동 1300,35.15547943,126.8596497
233-2,광주광역시 서구 쌍촌동 1300,35.1554718,126.8600616
233-3,광주광역시 서구 쌍촌동 1300,35.1554718,126.8605118
233-4,광주광역시 서구 쌍촌동 1300,35.15548325,126.8609543
233-5,광주광역시 서구 쌍촌동 1300,35.15547562,126.8613663
233-6,광주광역시 서구 쌍촌동 1300,35.15548325,126.8618011
233-7,광주광역시 서구 쌍촌동 1300,35.15549088,126.8622589
233-8,광주광역시 서구 쌍촌동 1300,35.1554985,126.862709
233-9,광주광역시 서구 쌍촌동 1283,35.15548706,126.8631439
233-10,광주광역시 서구 쌍촌동 1283,35.15556717,126.8633194
233-11,광주광역시 서구 쌍촌동 1283,35.15568161,126.8630829
233-12,광주광역시 서구 쌍촌동 1283,35.15591049,126.8630905
233-13,광주광역시 서구 쌍촌동 1283,35.15615082,126.8630905
233-14,광주광역시 서구 쌍촌동 1283,35.1564827,126.8630981
233-15,광주광역시 서구 쌍촌동 1283,35.15683746,126.8630981
233-16,광주광역시 서구 쌍촌동 1283,35.15720367,126.8630981
233-17,광주광역시 서구 쌍촌동 1283,35.15748978,126.8630905
233-18,광주광역시 서구 쌍촌동 1305,35.15182114,126.8584518
233-19,광주광역시 서구 쌍촌동 1305,35.15247726,126.8584213
233-20,광주광역시 서구 쌍촌동 1312-4,35.1527977,126.8584595
233-21,광주광역시 서구 쌍촌동 1305,35.15317535,126.8584213
233-22,광주광역시 서구 쌍촌동 1305,35.15361786,126.8584976
233-23,광주광역시 서구 쌍촌동 1305,35.15387726,126.8585815
233-24,광주광역시 서구 쌍촌동 1305,35.15420914,126.8587112
233-25,광주광역시 서구 쌍촌동 1305,35.15441513,126.8587723
233-26,광주광역시 서구 쌍촌동 1305,35.15467072,126.8589478
233-27,광주광역시 서구 쌍촌동 1305,35.154953,126.859108
233-28,광주광역시 서구 쌍촌동 1305,35.15534592,126.8593597
234-1,광주광역시 서구 쌍촌동 1269,35.15573502,126.8594666
234-2,광주광역시 서구 쌍촌동 1269,35.15607834,126.8594666
234-3,광주광역시 서구 쌍촌동 1269,35.15641403,126.8594971
234-4,광주광역시 서구 쌍촌동 1269,35.15678787,126.8594894
234-5,광주광역시 서구 쌍촌동 1269,35.15711975,126.8594589
234-6,광주광역시 서구 쌍촌동 1269,35.15752411,126.8594513
234-7,광주광역시 서구 쌍촌동 1269,35.15788269,126.8594666
234-8,광주광역시 서구 쌍촌동 1269,35.15822983,126.8594589
234-9,광주광역시 서구 쌍촌동 1269,35.15862656,126.8594513
234-10,광주광역시 서구 쌍촌동 1269,35.15863419,126.8592148
234-11,광주광역시 서구 쌍촌동 1269,35.15834427,126.8592148
234-12,광주광역시 서구 쌍촌동 1269,35.15805435,126.8592224
234-13,광주광역시 서구 쌍촌동 1269,35.15770721,126.85923
234-14,광주광역시 서구 쌍촌동 1269,35.15732193,126.8592453
234-15,광주광역시 서구 쌍촌동 1269,35.15696716,126.8592453
234-16,광주광역시 서구 쌍촌동 1269,35.15660095,126.8592224
234-17,광주광역시 서구 쌍촌동 1269,35.15624619,126.8592529
234-18,광주광역시 서구 쌍촌동 1269,35.15588379,126.85923
234-19,광주광역시 서구 쌍촌동 1300,35.15556717,126.8627701
234-20,광주광역시 서구 쌍촌동 1300,35.15557098,126.8624649
234-21,광주광역시 서구 쌍촌동 1300,35.1555748,126.8620453
234-22,광주광역시 서구 쌍촌동 1300,35.15557098,126.861618
234-23,광주광역시 서구 쌍촌동 1300,35.15555954,126.86129
234-24,광주광역시 서구 쌍촌동 1300,35.15556335,126.8607712
234-25,광주광역시 서구 쌍촌동 1300,35.15555954,126.8603439
234-26,광주광역시 서구 쌍촌동 1300,35.15557098,126.8598938
234-27,광주광역시 서구 쌍촌동 1300,35.15556717,126.8595963
235-1,광주광역시 서구 쌍촌동 1335,35.16060257,126.859581
235-2,광주광역시 서구 쌍촌동 1335,35.16096878,126.8596115
235-3,광주광역시 서구 쌍촌동 1335,35.16131973,126.8596344
235-4,광주광역시 서구 쌍촌동 1335,35.16165924,126.8596573
235-5,광주광역시 서구 쌍촌동 1335,35.16182327,126.859436
235-6,광주광역시 서구 쌍촌동 1335,35.16149521,126.8594208
235-7,광주광역시 서구 쌍촌동 1335,35.16117096,126.8593903
235-8,광주광역시 서구 쌍촌동 1335,35.16080475,126.8593597
235-9,광주광역시 서구 쌍촌동 1335,35.16041565,126.8593521
235-10,광주광역시 서구 쌍촌동 1323,35.16030884,126.8592606
235-11,광주광역시 서구 쌍촌동 1323,35.16031265,126.8591537
235-12,광주광역시 서구 쌍촌동 1323,35.16032028,126.8589401
235-13,광주광역시 서구 쌍촌동 1323,35.16033173,126.8587341
235-14,광주광역시 서구 쌍촌동 1323,35.16033936,126.85849
235-15,광주광역시 서구 쌍촌동 1323,35.16036224,126.8582153
