표찰번호,지번주소,위도,경도
110-8,광주광역시 서구 풍암동 1097,35.12239075,126.8790283
110-9,광주광역시 서구 풍암동 1097,35.12262726,126.8791733
110-10,광주광역시 서구 풍암동 1095,35.12281036,126.8793106
110-11,광주광역시 서구 풍암동 1095,35.12291336,126.8796158
110-12,광주광역시 서구 풍암동 1095,35.12302017,126.8799896
110-13,광주광역시 서구 풍암동 1095,35.12312317,126.8803787
110-14,광주광역시 서구 풍암동 1095,35.1232338,126.8807449
110-15,광주광역시 서구 풍암동 1095,35.12333679,126.8810806
110-16,광주광역시 서구 풍암동 1095,35.12346649,126.8811951
110-17,광주광역시 서구 풍암동 1095,35.12336349,126.8808899
110-18,광주광역시 서구 풍암동 1095,35.12326813,126.8805237
110-19,광주광역시 서구 풍암동 1095,35.12316132,126.8801422
110-20,광주광역시 서구 풍암동 1095,35.12304688,126.879776
110-21,광주광역시 서구 풍암동 1095,35.12295151,126.8794098
110-22,광주광역시 서구 풍암동 1097,35.12320709,126.8791351
110-23,광주광역시 서구 풍암동 1097,35.1235199,126.8789902
110-24,광주광역시 서구 풍암동 1097,35.12382889,126.8788452
110-25,광주광역시 서구 풍암동 1097,35.12413025,126.8787231
110-26,광주광역시 서구 풍암동 1097,35.12443161,126.8785782
110-27,광주광역시 서구 풍암동 1097,35.12479019,126.8784409
110-28,광주광역시 서구 풍암동 1097,35.1251297,126.8782578
110-29,광주광역시 서구 풍암동 1097,35.12522507,126.8781128
110-30,광주광역시 서구 풍암동 1097,35.12498093,126.878212
110-31,광주광역시 서구 풍암동 1097,35.12454605,126.8784027
110-32,광주광역시 서구 풍암동 1097,35.12424469,126.87854
110-33,광주광역시 서구 풍암동 1097,35.1239357,126.878685
110-34,광주광역시 서구 풍암동 1097,35.12363052,126.8788147
110-35,광주광역시 서구 풍암동 1097,35.12333298,126.8789368
110-36,광주광역시 서구 풍암동 1097,35.12306976,126.8790741
111-1,광주광역시 서구 풍암동 1097,35.1263237,126.8777237
111-2,광주광역시 서구 풍암동 1110,35.12649918,126.8779602
111-3,광주광역시 서구 풍암동 1092,35.12749863,126.8795013
111-4,광주광역시 서구 풍암동 1092,35.12724304,126.8796539
111-5,광주광역시 서구 풍암동 1110,35.12700653,126.8793564
111-6,광주광역시 서구 풍암동 1110,35.12691116,126.8790207
111-7,광주광역시 서구 풍암동 1110,35.12680054,126.878685
111-8,광주광역시 서구 풍암동 1110,35.12674332,126.878479
111-9,광주광역시 서구 풍암동 1110,35.12664032,126.8781357
111-10,광주광역시 서구 풍암동 1110,35.12652969,126.8777695
111-11,광주광역시 서구 풍암동 1097,35.1267662,126.8775253
111-12,광주광역시 서구 풍암동 1097,35.12686539,126.8773651
111-13,광주광역시 서구 풍암동 1097,35.12657928,126.8775101
111-14,광주광역시 서구 풍암동 1097,35.12641907,126.8775711
111-15,광주광역시 서구 풍암동 1097,35.12612534,126.8777084
111-16,광주광역시 서구 풍암동 1097,35.12580872,126.8778534
111-17,광주광역시 서구 풍암동 1097,35.1255455,126.8779678
111-18,광주광역시 서구 풍암동 1120,35.12531662,126.8785934
111-19,광주광역시 서구 풍암동 1120,35.12540436,126.8788834
111-20,광주광역시 서구 풍암동 1120,35.12552643,126.879303
111-21,광주광역시 서구 풍암동 1120,35.12563324,126.8796387
111-22,광주광역시 서구 풍암동 1120,35.12574387,126.8799973
111-23,광주광역시 서구 풍암동 1120,35.12586212,126.8801193
111-24,광주광역시 서구 풍암동 1120,35.12574768,126.8797226
111-25,광주광역시 서구 풍암동 1120,35.12564468,126.8793945
111-26,광주광역시 서구 풍암동 1115,35.12631607,126.8788452
111-27,광주광역시 서구 풍암동 1115,35.12601852,126.8789825
111-28,광주광역시 서구 풍암동 1115,35.12570572,126.8791275
111-29,광주광역시 서구 풍암동 1120,35.12553024,126.8790436
111-30,광주광역시 서구 풍암동 1120,35.12543106,126.8787079
111-31,광주광역시 서구 풍암동 1120,35.12532425,126.8783417
111-32,광주광역시 서구 풍암동 1097,35.12537003,126.8781433
111-33,광주광역시 서구 풍암동 1097,35.12569046,126.8779984
111-34,광주광역시 서구 풍암동 1097,35.12598801,126.8778687
112-1,광주광역시 서구 풍암동 1092,35.12336349,126.8815002
112-2,광주광역시 서구 풍암동 1128,35.12349701,126.8815765
112-3,광주광역시 서구 풍암동 1128,35.12360001,126.881958
112-4,광주광역시 서구 풍암동 1128,35.12371445,126.8823318
112-5,광주광역시 서구 풍암동 1076,35.12382126,126.8827286
112-6,광주광역시 서구 풍암동 1128,35.12397003,126.8831329
112-7,광주광역시 서구 풍암동 1128,35.1240387,126.8834076
112-8,광주광역시 서구 풍암동 1128,35.12408829,126.8832474
112-9,광주광역시 서구 풍암동 1128,35.12397385,126.8828888
112-10,광주광역시 서구 풍암동 1128,35.12385941,126.8825226
112-11,광주광역시 서구 풍암동 1128,35.12374115,126.8821182
112-12,광주광역시 서구 풍암동 1128,35.12364578,126.8817825
112-13,광주광역시 서구 풍암동 1092,35.12374115,126.8813324
112-14,광주광역시 서구 풍암동 1092,35.12401962,126.8812103
112-15,광주광역시 서구 풍암동 1092,35.12432098,126.8810883
112-16,광주광역시 서구 풍암동 1092,35.12461853,126.8809433
112-17,광주광역시 서구 풍암동 1092,35.12493134,126.880806
112-18,광주광역시 서구 풍암동 1092,35.12522507,126.8806839
112-19,광주광역시 서구 풍암동 1092,35.12571716,126.8803329
112-20,광주광역시 서구 풍암동 1092,35.12534332,126.8805084
112-21,광주광역시 서구 풍암동 1092,35.12504578,126.8806458
112-22,광주광역시 서구 풍암동 1092,35.12472916,126.8807755
112-23,광주광역시 서구 풍암동 1092,35.12441635,126.8809204
112-24,광주광역시 서구 풍암동 1092,35.12414932,126.8810425
112-25,광주광역시 서구 풍암동 1092,35.12384033,126.8811646
112-26,광주광역시 서구 풍암동 1092,35.12314224,126.8815002
112-27,광주광역시 서구 풍암동 1092,35.12286377,126.8815918
112-28,광주광역시 서구 풍암동 1092,35.12250519,126.8817749
112-29,광주광역시 서구 풍암동 1092,35.12220001,126.8819199
112-30,광주광역시 서구 풍암동 1092,35.1219101,126.882019
112-31,광주광역시 서구 풍암동 1092,35.12160873,126.8821106
112-32,광주광역시 서구 풍암동 1092,35.1212883,126.8821259
112-33,광주광역시 서구 풍암동 1092,35.12145615,126.8822403
112-34,광주광역시 서구 풍암동 1092,35.12178802,126.8821869
112-35,광주광역시 서구 풍암동 1092,35.12210464,126.8820648
112-36,광주광역시 서구 풍암동 1092,35.12240982,126.8819275
112-37,광주광역시 서구 풍암동 1092,35.12270355,126.8817978
112-38,광주광역시 서구 풍암동 1092,35.12299347,126.8816605
113-1,광주광역시 서구 풍암동 951,35.12329102,126.8677216
113-2,광주광역시 서구 풍암동 951,35.12340164,126.8680725
113-3,광주광역시 서구 풍암동 951,35.12351227,126.868454
113-4,광주광역시 서구 풍암동 951,35.12223053,126.8644943
113-5,광주광역시 서구 풍암동 951,35.12233734,126.8647308
113-6,광주광역시 서구 풍암동 951,35.12245178,126.8651047
113-7,광주광역시 서구 풍암동 951,35.12257385,126.8654785
113-8,광주광역시 서구 풍암동 951,35.12267303,126.8657761
113-9,광주광역시 서구 풍암동 951,35.1227684,126.8660965
113-10,광주광역시 서구 풍암동 951,35.12287521,126.8664169
113-11,광주광역시 서구 풍암동 951,35.12304306,126.8669739
113-12,광주광역시 서구 풍암동 951,35.12316513,126.8673553
114-1,광주광역시 서구 풍암동 929,35.12070084,126.8678055
114-2,광주광역시 서구 풍암동 929,35.12065506,126.8674164
114-3,광주광역시 서구 풍암동 929,35.12054062,126.8670197
114-4,광주광역시 서구 풍암동 929,35.12042236,126.8666611
114-5,광주광역시 서구 풍암동 929-1,35.12023926,126.8661194
114-6,광주광역시 서구 풍암동 929-1,35.12017822,126.865921
114-7,광주광역시 서구 풍암동 929-1,35.12009048,126.8656845
114-8,광주광역시 서구 풍암동 929-1,35.1199646,126.8653259
114-9,광주광역시 서구 풍암동 929-1,35.1198349,126.8649521
114-10,광주광역시 서구 풍암동 929-1,35.1197052,126.8645477
114-11,광주광역시 서구 풍암동 929-1,35.11956024,126.8641663
114-12,광주광역시 서구 풍암동 929-1,35.11930084,126.8639297
114-13,광주광역시 서구 풍암동 929-1,35.1191597,126.8639221
114-14,광주광역시 서구 풍암동 929-1,35.11936188,126.8641129
114-15,광주광역시 서구 풍암동 929-1,35.11959457,126.8644714
114-16,광주광역시 서구 풍암동 929-1,35.11970901,126.8648071
114-17,광주광역시 서구 풍암동 929-1,35.1198349,126.8651733
114-18,광주광역시 서구 풍암동 929-1,35.11996841,126.8655243
114-19,광주광역시 서구 풍암동 929-1,35.12005234,126.8658676
114-20,광주광역시 서구 풍암동 929-1,35.12017059,126.8661575
114-21,광주광역시 서구 풍암동 664-10,35.12026596,126.8665237
114-22,광주광역시 서구 풍암동 929,35.12039948,126.8668976
114-23,광주광역시 서구 풍암동 664-10,35.12049866,126.8672409
114-24,광주광역시 서구 풍암동 929,35.12056351,126.8675156
114-25,광주광역시 서구 풍암동 664-10,35.12060547,126.8680267
114-26,광주광역시 서구 풍암동 929,35.12065125,126.8683777
114-27,광주광역시 서구 풍암동 929,35.12070084,126.8687897
114-28,광주광역시 서구 풍암동 1016,35.12182236,126.8684845
114-29,광주광역시 서구 풍암동 1016,35.12152481,126.868454
114-30,광주광역시 서구 풍암동 1016,35.12121964,126.8684158
114-31,광주광역시 서구 풍암동 1016,35.12088776,126.8683701
114-32,광주광역시 서구 풍암동 929,35.12073517,126.868187
115-1,광주광역시 서구 풍암동 1016,35.12385559,126.8688583
115-2,광주광역시 서구 풍암동 1016,35.1241951,126.8689117
115-3,광주광역시 서구 풍암동 1016,35.12452316,126.8689575
115-4,광주광역시 서구 풍암동 1016,35.12487793,126.8689957
115-5,광주광역시 서구 풍암동 1016,35.12519455,126.8690567
115-6,광주광역시 서구 풍암동 1016,35.12543869,126.8691254
115-7,광주광역시 서구 풍암동 858-1,35.12540054,126.8688583
115-8,광주광역시 서구 풍암동 1016,35.12527847,126.8689194
115-9,광주광역시 서구 풍암동 1016,35.1249733,126.8689194
115-10,광주광역시 서구 풍암동 1016,35.1247139,126.8688812
115-11,광주광역시 서구 풍암동 1016,35.12439346,126.8688507
115-12,광주광역시 서구 풍암동 1016,35.12407684,126.8688049
115-13,광주광역시 서구 풍암동 1016,35.12343597,126.8686981
115-14,광주광역시 서구 풍암동 1016,35.12312317,126.8686676
115-15,광주광역시 서구 풍암동 1016,35.12289429,126.8686218
115-16,광주광역시 서구 풍암동 1016,35.12251282,126.868576
115-17,광주광역시 서구 풍암동 1016,35.12220383,126.8685532
115-18,광주광역시 서구 풍암동 1016,35.12234497,126.8686676
115-19,광주광역시 서구 풍암동 1016,35.12268448,126.868721
115-20,광주광역시 서구 풍암동 1016,35.12297058,126.8687515
115-21,광주광역시 서구 풍암동 1016,35.12326813,126.8687973
116-1,광주광역시 서구 풍암동 890,35.12101364,126.8629608
116-2,광주광역시 서구 풍암동 890,35.12077713,126.8634262
116-3,광주광역시 서구 풍암동 890,35.12060928,126.8637314
116-4,광주광역시 서구 풍암동 890,35.12041855,126.8640137
116-5,광주광역시 서구 풍암동 890,35.12021637,126.8642883
116-6,광주광역시 서구 풍암동 890,35.11986923,126.8646393
116-7,광주광역시 서구 풍암동 890,35.12004471,126.8645935
116-8,광주광역시 서구 풍암동 890,35.12034988,126.8642578
116-9,광주광역시 서구 풍암동 890,35.12057495,126.8639374
116-10,광주광역시 서구 풍암동 890,35.12072754,126.8636398
116-11,광주광역시 서구 풍암동 890,35.12091827,126.8633118
116-12,광주광역시 서구 풍암동 890,35.12116623,126.8628616
116-13,광주광역시 서구 풍암동 890,35.12133026,126.8625717
116-14,광주광역시 서구 풍암동 890,35.1215477,126.862175
116-15,광주광역시 서구 풍암동 890,35.12170029,126.8618698
116-16,광주광역시 서구 풍암동 890,35.12168503,126.8617172
116-17,광주광역시 서구 풍암동 890,35.1215744,126.8619308
116-18,광주광역시 서구 풍암동 890,35.12137222,126.8622894
116-19,광주광역시 서구 풍암동 890,35.12120438,126.8626175
117-1,광주광역시 서구 금호동 823,35.12260056,126.8599625
117-2,광주광역시 서구 금호동 823,35.12244797,126.8602371
117-3,광주광역시 서구 금호동 823,35.12229538,126.8605423
117-4,광주광역시 서구 금호동 823,35.12241745,126.8605804
117-5,광주광역시 서구 금호동 823,35.12255859,126.860321
117-6,광주광역시 서구 금호동 823,35.12270737,126.860054
117-7,광주광역시 서구 금호동 823,35.12285233,126.8597794
117-8,광주광역시 서구 금호동 823,35.12272644,126.8597183
118-1,광주광역시 서구 금호동 823,35.12376404,126.857811
118-2,광주광역시 서구 금호동 879,35.12357712,126.857872
118-3,광주광역시 서구 금호동 879,35.12326431,126.8576126
118-4,광주광역시 서구 금호동 879,35.12295914,126.8573837
118-5,광주광역시 서구 금호동 879,35.12306976,126.8575745
118-6,광주광역시 서구 금호동 879,35.12335968,126.8578186
118-7,광주광역시 서구 금호동 823,35.12356567,126.8581696
118-8,광주광역시 서구 금호동 823,35.12343216,126.8584137
118-9,광주광역시 서구 금호동 823,35.12330246,126.8586426
118-10,광주광역시 서구 금호동 823,35.1231575,126.8589325
118-11,광주광역시 서구 금호동 823,35.12302017,126.8591995
118-12,광주광역시 서구 금호동 823,35.12291336,126.8593903
118-13,광주광역시 서구 금호동 823,35.12300491,126.8594742
118-14,광주광역시 서구 금호동 823,35.12311554,126.8592682
118-15,광주광역시 서구 금호동 823,35.1232605,126.859024
118-16,광주광역시 서구 금호동 823,35.12340164,126.858757
118-17,광주광역시 서구 금호동 823,35.12354279,126.8585052
118-18,광주광역시 서구 금호동 823,35.12364197,126.8582916
118-19,광주광역시 서구 금호동 823,35.12386703,126.8579025
118-20,광주광역시 서구 금호동 823,35.12395859,126.8577271
118-21,광주광역시 서구 금호동 823,35.12410736,126.8574905
118-22,광주광역시 서구 금호동 823,35.12423325,126.8572464
118-23,광주광역시 서구 금호동 823,35.1243515,126.8570023
118-24,광주광역시 서구 금호동 823,35.12448502,126.8567505
118-25,광주광역시 서구 금호동 823,35.12439728,126.8566437
118-26,광주광역시 서구 금호동 823,35.12424088,126.8569183
118-27,광주광역시 서구 금호동 823,35.12410736,126.8571625
118-28,광주광역시 서구 금호동 823,35.12398148,126.857399
118-29,광주광역시 서구 금호동 823,35.12386322,126.8576355
118-30,광주광역시 서구 금호동 881,35.12359619,126.8576965
118-31,광주광역시 서구 금호동 883,35.12327957,126.8572617
118-32,광주광역시 서구 금호동 881,35.12380219,126.8573151
118-33,광주광역시 서구 금호동 885,35.1234436,126.8569565
118-34,광주광역시 서구 금호동 881,35.12396622,126.856987
118-35,광주광역시 서구 금호동 887,35.12362671,126.8566513
118-36,광주광역시 서구 금호동 881,35.12420654,126.8565445
118-37,광주광역시 서구 금호동 889,35.12377167,126.8563232
118-38,광주광역시 서구 금호동 927,35.12348557,126.8560791
118-39,광주광역시 서구 금호동 859,35.12326813,126.8564987
118-40,광주광역시 서구 금호동 859,35.12311554,126.8567886
118-41,광주광역시 서구 금호동 859,35.12298203,126.8570404
118-42,광주광역시 서구 금호동 859,35.12278366,126.8574066
118-43,광주광역시 서구 금호동 877,35.12301254,126.8578262
118-44,광주광역시 서구 금호동 869,35.1232605,126.8583221
118-45,광주광역시 서구 금호동 875,35.1227951,126.8581009
118-46,광주광역시 서구 금호동 869,35.12301636,126.8587646
118-47,광주광역시 서구 금호동 873,35.12263489,126.8584137
118-48,광주광역시 서구 금호동 871,35.12245941,126.8587418
118-49,광주광역시 서구 금호동 867,35.12229538,126.8590546
118-50,광주광역시 서구 금호동 859,35.12254715,126.8578339
118-51,광주광역시 서구 금호동 929,35.12232971,126.8582077
118-52,광주광역시 서구 금호동 929,35.1221199,126.8586044
118-53,광주광역시 서구 금호동 857,35.12191391,126.8589935
119-1,광주광역시 서구 금호동 823,35.12532043,126.8551865
119-2,광주광역시 서구 금호동 817,35.1254921,126.8551559
119-3,광주광역시 서구 금호동 817,35.12568283,126.8553009
119-4,광주광역시 서구 금호동 817,35.12589264,126.8554764
119-5,광주광역시 서구 금호동 817,35.12606812,126.8556061
119-6,광주광역시 서구 금호동 817,35.12614059,126.8554764
119-7,광주광역시 서구 금호동 817,35.12597275,126.8553467
119-8,광주광역시 서구 금호동 817,35.12575531,126.8551712
119-9,광주광역시 서구 금호동 817,35.12556076,126.8550186
119-10,광주광역시 서구 금호동 822,35.12553787,126.8547974
119-11,광주광역시 서구 금호동 822,35.12568665,126.8544998
119-12,광주광역시 서구 금호동 822,35.12583923,126.8542175
119-13,광주광역시 서구 금호동 822,35.12599564,126.8539429
119-14,광주광역시 서구 금호동 822,35.12614441,126.8536682
119-15,광주광역시 서구 금호동 822,35.12628555,126.8533859
119-16,광주광역시 서구 금호동 702-116,35.12640762,126.8531952
119-17,광주광역시 서구 금호동 907,35.1245079,126.8543625
119-18,광주광역시 서구 금호동 907,35.12466431,126.8544998
119-19,광주광역시 서구 금호동 907,35.12485886,126.8546371
119-20,광주광역시 서구 금호동 907,35.1250267,126.8547897
119-21,광주광역시 서구 금호동 907,35.12517548,126.8548965
119-22,광주광역시 서구 금호동 823,35.12520981,126.8550949
119-23,광주광역시 서구 금호동 823,35.12509155,126.8553314
119-24,광주광역시 서구 금호동 823,35.12498093,126.855545
119-25,광주광역시 서구 금호동 823,35.1248436,126.8557968
119-26,광주광역시 서구 금호동 823,35.12472916,126.8560104
119-27,광주광역시 서구 금호동 823,35.12458038,126.856308
119-28,광주광역시 서구 금호동 823,35.12458038,126.8565598
119-29,광주광역시 서구 금호동 823,35.12483215,126.856102
119-30,광주광역시 서구 금호동 823,35.12494659,126.8558884
119-31,광주광역시 서구 금호동 823,35.12507629,126.8556442
119-32,광주광역시 서구 금호동 823,35.12520218,126.8554382
119-33,광주광역시 서구 금호동 900-7,35.12459946,126.8548126
119-34,광주광역시 서구 금호동 893,35.1249733,126.8551331
119-35,광주광역시 서구 금호동 899,35.12446213,126.8550568
119-36,광주광역시 서구 금호동 893,35.12474823,126.855545
119-37,광주광역시 서구 금호동 897,35.12429047,126.8553696
119-38,광주광역시 서구 금호동 893,35.12448883,126.8560181
119-39,광주광역시 서구 금호동 895,35.12412643,126.85569
119-40,광주광역시 서구 금호동 891,35.12392044,126.8560791
119-41,광주광역시 서구 금호동 925,35.1243782,126.8544159
119-42,광주광역시 서구 금호동 859,35.12423706,126.8546982
119-43,광주광역시 서구 금호동 925,35.12398529,126.8551483
119-44,광주광역시 서구 금호동 859,35.12372971,126.8556595
120번 일괄등록,광주광역시 서구 풍암동 423-2,35.1310786,126.8739308
120-1,광주광역시 서구 풍암동 837-61,35.13013458,126.8742447
120-2,광주광역시 서구 풍암동 427,35.13046646,126.8740616
120-3,광주광역시 서구 풍암동 산 196-6,35.13079453,126.8739014
120-4,광주광역시 서구 풍암동 산 196-6,35.13112259,126.8737411
120-5,광주광역시 서구 풍암동 산 196-6,35.13146591,126.8735657
120-6,광주광역시 서구 풍암동 산 196-6,35.13179779,126.8733978
120-7,광주광역시 서구 풍암동 423-2,35.13213348,126.8732605
120-8,광주광역시 서구 풍암동 423-2,35.13232803,126.8732376
120-9,광주광역시 서구 풍암동 423-2,35.13249207,126.8731232
120-10,광주광역시 서구 풍암동 423-2,35.13262939,126.8730164
120-11,광주광역시 서구 풍암동 산 198-5,35.13294601,126.8728256
120-12,광주광역시 서구 풍암동 423-2,35.1333046,126.8726807
120-13,광주광역시 서구 풍암동 산 198-5,35.13360977,126.8724976
120-14,광주광역시 서구 풍암동 425-9,35.13393021,126.872345
120-15,광주광역시 서구 풍암동 423-50,35.13417053,126.8722458
120-16,광주광역시 서구 풍암동 378-9,35.12663269,126.8751907
120-17,광주광역시 서구 풍암동 산 16-5,35.1269455,126.8750916
120-18,광주광역시 서구 풍암동 산 16-5,35.12732315,126.8749924
120-19,광주광역시 서구 풍암동 산 16-5,35.12761688,126.874939
120-20,광주광역시 서구 풍암동 산 16-5,35.12797546,126.8748856
120-21,광주광역시 서구 풍암동 산 16-5,35.12832642,126.874855
120-22,광주광역시 서구 풍암동 383-11,35.12869644,126.8747864
120-23,광주광역시 서구 풍암동 383-11,35.12905121,126.8746872
120-24,광주광역시 서구 풍암동 383-11,35.12940216,126.8745728
120-25,광주광역시 서구 풍암동 441-2,35.12984085,126.8743973
121-1,광주광역시 서구 풍암동 441-2,35.12966919,126.8742981
121-2,광주광역시 서구 풍암동 383-11,35.12949371,126.8743439
121-3,광주광역시 서구 풍암동 383-11,35.12921524,126.8744354
121-4,광주광역시 서구 풍암동 383-11,35.12884521,126.8745804
121-5,광주광역시 서구 풍암동 산 16-5,35.12851334,126.8746338
121-6,광주광역시 서구 풍암동 산 16-5,35.12812042,126.8746872
121-7,광주광역시 서구 풍암동 산 17-4,35.12777328,126.8747177
121-8,광주광역시 서구 풍암동 산 17-4,35.12744141,126.874794
121-9,광주광역시 서구 풍암동 산 17-4,35.1271019,126.8748779
121-10,광주광역시 서구 풍암동 산 16-5,35.12680054,126.8749695
121-11,광주광역시 서구 풍암동 산 201-4,35.13401413,126.8721161
121-12,광주광역시 서구 풍암동 425-9,35.13370132,126.8722534
121-13,광주광역시 서구 풍암동 산 198-5,35.13339996,126.8724213
121-14,광주광역시 서구 풍암동 산 198-7,35.13308334,126.8725433
121-15,광주광역시 서구 풍암동 산 196-6,35.13274765,126.8727417
121-16,광주광역시 서구 풍암동 산 196-6,35.13241959,126.8729095
121-17,광주광역시 서구 풍암동 산 196-6,35.13225174,126.8730011
121-18,광주광역시 서구 풍암동 산 196-6,35.13191605,126.8731613
121-19,광주광역시 서구 풍암동 산 197-25,35.13156128,126.8733139
121-20,광주광역시 서구 풍암동 산 196-6,35.13124847,126.8735123
121-21,광주광역시 서구 풍암동 산 196-6,35.1309166,126.8736725
121-22,광주광역시 서구 풍암동 산 196-6,35.13059235,126.8738403
121-23,광주광역시 서구 풍암동 427,35.13024902,126.8740082
121-24,광주광역시 서구 풍암동 440-2,35.12990189,126.8741837
122-1,광주광역시 서구 금호동 806,35.12640381,126.8556061
122-2,광주광역시 서구 금호동 806,35.12665176,126.8555298
122-3,광주광역시 서구 금호동 806,35.12696457,126.8554153
122-4,광주광역시 서구 금호동 806,35.12728119,126.8553085
122-5,광주광역시 서구 금호동 806,35.12757874,126.8552094
122-6,광주광역시 서구 금호동 806,35.12791061,126.8551559
122-7,광주광역시 서구 금호동 806,35.1282196,126.8551559
122-8,광주광역시 서구 금호동 806,35.12852478,126.8551559
122-9,광주광역시 서구 금호동 806,35.12895584,126.8551788
122-10,광주광역시 서구 금호동 806,35.12922287,126.8551865
122-11,광주광역시 서구 금호동 806,35.12958527,126.8551865
122-12,광주광역시 서구 금호동 806,35.1299057,126.8551712
122-13,광주광역시 서구 금호동 806,35.13022232,126.8551712
122-14,광주광역시 서구 금호동 806,35.13050842,126.8551712
122-15,광주광역시 서구 금호동 806,35.13080597,126.8551636
123-1,광주광역시 서구 금호동 806,35.13177872,126.8550644
123-2,광주광역시 서구 금호동 806,35.13155746,126.8550568
123-3,광주광역시 서구 금호동 806,35.13132477,126.8550568
123-4,광주광역시 서구 금호동 240-1,35.13119125,126.8547516
123-5,광주광역시 서구 금호동 240-1,35.13115311,126.8543549
123-6,광주광역시 서구 금호동 240-1,35.13112259,126.8539658
123-7,광주광역시 서구 금호동 240-1,35.1311264,126.8535614
123-8,광주광역시 서구 금호동 240-1,35.13103867,126.8537521
123-9,광주광역시 서구 금호동 240-1,35.13106537,126.8541107
123-10,광주광역시 서구 금호동 239-22,35.131073,126.8545837
123-11,광주광역시 서구 금호동 240-1,35.1310997,126.8547974
123-12,광주광역시 서구 금호동 806,35.1310997,126.8551788
123-13,광주광역시 서구 금호동 806,35.13137054,126.8551788
123-14,광주광역시 서구 금호동 806,35.13168716,126.8551865
124-1,광주광역시 서구 금호동 783,35.13032532,126.8647919
124-2,광주광역시 서구 금호동 783,35.13017273,126.8645554
124-3,광주광역시 서구 금호동 783,35.1300621,126.8642349
124-4,광주광역시 서구 금호동 783,35.13003159,126.8639679
124-5,광주광역시 서구 금호동 783,35.13004684,126.8636627
124-6,광주광역시 서구 금호동 783,35.13007355,126.8632965
124-7,광주광역시 서구 금호동 783,35.13008118,126.8630295
124-8,광주광역시 서구 금호동 783,35.13009644,126.8627396
124-9,광주광역시 서구 금호동 783,35.13011551,126.8624344
124-10,광주광역시 서구 금호동 783,35.13015366,126.8619995
124-11,광주광역시 서구 금호동 783,35.1301918,126.8617859
124-12,광주광역시 서구 금호동 783,35.13023376,126.8615265
124-13,광주광역시 서구 금호동 783,35.13024521,126.8614655
124-14,광주광역시 서구 금호동 783,35.1302948,126.8611832
124-15,광주광역시 서구 금호동 783,35.13035583,126.8608704
124-16,광주광역시 서구 금호동 783,35.13040924,126.8604965
124-17,광주광역시 서구 금호동 783,35.13047028,126.8602066
124-18,광주광역시 서구 금호동 783,35.13053131,126.8598709
124-19,광주광역시 서구 금호동 781,35.12989807,126.8634491
124-20,광주광역시 서구 금호동 783,35.13029099,126.8649673
124-21,광주광역시 서구 금호동 783,35.13244247,126.8651581
124-22,광주광역시 서구 금호동 783,35.13218689,126.8651733
124-23,광주광역시 서구 금호동 783,35.13191605,126.8651657
124-24,광주광역시 서구 금호동 783,35.13165283,126.8651657
124-25,광주광역시 서구 금호동 783,35.13143539,126.865181
124-26,광주광역시 서구 금호동 783,35.13120651,126.8651886
124-27,광주광역시 서구 금호동 783,35.13095856,126.8651657
124-28,광주광역시 서구 금호동 783,35.13071442,126.865097
124-29,광주광역시 서구 금호동 783,35.13050461,126.8649673
125-1,광주광역시 서구 금호동 산 110-6,35.13360214,126.8550415
125-2,광주광역시 서구 금호동 산 110-6,35.1333847,126.8550415
125-3,광주광역시 서구 금호동 산 110-6,35.13310242,126.8550568
125-4,광주광역시 서구 금호동 산 110-6,35.13278961,126.8550644
125-5,광주광역시 서구 금호동 산 110-6,35.13248062,126.8550644
125-6,광주광역시 서구 금호동 산 82-8,35.13218689,126.8550644
125-7,광주광역시 서구 금호동 244-5,35.13209915,126.85495
125-8,광주광역시 서구 금호동 산 110-6,35.13235474,126.8551712
125-9,광주광역시 서구 금호동 산 110-6,35.13264847,126.8551559
125-10,광주광역시 서구 금호동 산 110-6,35.1329422,126.8551559
125-11,광주광역시 서구 금호동 산 110-6,35.13313675,126.8551712
125-12,광주광역시 서구 금호동 산 110-6,35.13351822,126.8551636
125-13,광주광역시 서구 금호동 산 110-6,35.13377762,126.8551712
125-14,광주광역시 서구 금호동 산 110-6,35.13405228,126.8551712
125-15,광주광역시 서구 금호동 산 110-6,35.13438797,126.8551331
125-16,광주광역시 서구 금호동 산 110-6,35.13444519,126.855011
125-17,광주광역시 서구 금호동 산 110-6,35.1341629,126.8550186
125-18,광주광역시 서구 금호동 산 110-6,35.13389587,126.8550262
126-1,광주광역시 서구 금호동 1108,35.12687302,126.8527069
126-2,광주광역시 서구 금호동 1108,35.12664795,126.8528137
126-3,광주광역시 서구 금호동 1063,35.12799072,126.8520355
126-4,광주광역시 서구 금호동 1063,35.1278038,126.8522491
126-5,광주광역시 서구 금호동 1063,35.1276207,126.8524475
126-6,광주광역시 서구 금호동 1085,35.12739182,126.8525772
126-7,광주광역시 서구 금호동 1108,35.12713623,126.8526459
127-1,광주광역시 서구 금호동 206-14,35.12935638,126.8510742
127-2,광주광역시 서구 금호동 206-14,35.12951279,126.850914
127-3,광주광역시 서구 금호동 206-14,35.12962723,126.8507919
127-4,광주광역시 서구 금호동 206-14,35.12974548,126.8506699
127-5,광주광역시 서구 금호동 206-14,35.12989807,126.850502
127-6,광주광역시 서구 금호동 240-57,35.13018417,126.850235
127-7,광주광역시 서구 금호동 206-27,35.12872314,126.8517532
