관리번호,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
동구-01-1,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-2,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-3,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-4,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-5,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-6,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-7,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-8,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-9,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-10,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-11,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-12,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-13,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-14,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-15,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-16,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-17,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-18,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-19,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-20,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-21,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-22,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-23,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-24,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-25,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-26,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-27,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-28,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-29,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-30,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-31,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-32,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-01-33,화산로205,용산동 634-1,35.1158605,126.9181691,2023-04-20
동구-02-1,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-2,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-3,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-4,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-5,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-6,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-7,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-8,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-9,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-10,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-11,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-12,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-13,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-14,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-15,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-16,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-17,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-18,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-19,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-20,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-21,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-22,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-23,,소태동 176,35.11206,126.9369116,2023-04-20
동구-02-24,,소태동 176,35.11206,126.9369116,2023-04-20
동구-03-1,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-2,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-3,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-4,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-5,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-6,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-7,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-8,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-9,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-10,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-11,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-12,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-13,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-14,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-15,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-16,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-17,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-18,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-19,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-20,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-21,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-22,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-23,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-24,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-03-25,,선교동 472-10,35.0886963,126.9473873,2023-04-20
동구-04-1,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-2,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-3,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-4,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-5,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-6,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-7,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-8,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-9,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-10,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-11,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-12,,용연동564,35.093209,126.9611048,2023-04-20
동구-04-13,,용연동564,35.093209,126.9611048,2023-04-20
동구-05-1,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-2,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-3,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-4,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-5,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-6,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-7,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-8,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-9,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-10,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-11,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-12,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-13,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-14,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-15,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-16,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-17,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-18,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-19,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-20,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-21,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-22,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-23,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-24,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-25,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-26,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-27,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-28,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-29,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-30,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-31,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-05-32,남문로 162,선교동 475,35.088994,126.9473547,2023-04-20
동구-06-1,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-2,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-3,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-4,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-5,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-6,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-7,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-8,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-9,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-10,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-11,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-12,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-06-13,서남로 26,서석동 25-3,35.1447498,126.9242073,2023-04-20
동구-07-1,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-2,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-3,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-4,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-5,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-6,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-7,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-8,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-9,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-10,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-07-11,구성로212,대인동 312-19,35.1540231,126.9154341,2023-04-20
동구-08-1,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-2,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-3,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-4,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-5,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-6,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-7,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-8,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-9,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-10,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-11,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-12,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-13,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-14,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-15,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-16,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-17,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-18,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-19,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-20,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-21,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-22,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-23,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-24,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-25,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-26,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-27,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-08-28,남문로 737-1,학동 629-17,35.1360565,126.9258859,2023-04-20
동구-09-1,남문로 551,용산동 270-8,35.1204246,126.9332243,2023-04-20
동구-09-2,남문로 551,용산동 270-8,35.1204246,126.9332243,2023-04-20
동구-09-3,남문로 551,용산동 270-8,35.1204246,126.9332243,2023-04-20
동구-09-4,남문로 551,용산동 270-8,35.1204246,126.9332243,2023-04-20
동구-09-5,남문로 551,용산동 270-8,35.1204246,126.9332243,2023-04-20
동구-09-6,남문로 551,용산동 270-8,35.1204246,126.9332243,2023-04-20
동구-10-1,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-2,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-3,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-4,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-5,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-6,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-7,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-8,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-9,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-10,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-11,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-12,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-13,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-14,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-15,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-16,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-17,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-18,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-19,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-20,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-21,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-22,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-23,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-24,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-25,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-26,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-27,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-28,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-29,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-30,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-31,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-32,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-33,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-34,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-10-35,남문로 623,소태동 579-2,35.1267687,126.9309489,2023-04-20
동구-11-1,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-2,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-3,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-4,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-5,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-6,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-7,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-8,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-9,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-10,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-11,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-12,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-13,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-11-14,남문로 673,학동 859-9,35.1308225,126.9290533,2023-04-20
동구-12-1,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-2,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-3,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-4,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-5,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-6,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-7,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-8,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-9,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-10,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-11,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-12,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-13,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-14,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-15,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-16,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-12-17,,선교동 482,35.0811405,126.9517601,2023-04-20
동구-13-1,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-2,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-3,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-4,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-5,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-6,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-7,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-8,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-9,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-10,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-11,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-12,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-13,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-14,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-15,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-16,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-17,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-18,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-13-19,증심사길30번길 20,운림동 979,35.1331987,126.9575968,2023-04-20
동구-14-1,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-2,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-3,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-4,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-5,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-6,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-7,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-8,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-9,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-10,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-11,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-14-12,,월남동 222-4,35.1056534,126.9343555,2023-04-20
동구-15-1,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-2,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-3,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-4,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-5,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-6,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-7,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-8,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-9,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-10,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-11,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-12,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-13,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-15-14,남문로 734,학동 623,35.1356687,126.9279744,2023-04-20
동구-16-1,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-2,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-3,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-4,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-5,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-6,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-7,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-8,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-9,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-10,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-11,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-12,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-13,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-14,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-15,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-16,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-17,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-18,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-19,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-20,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-21,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-22,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-23,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-24,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-25,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-26,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-27,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-28,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-29,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-30,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-31,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-32,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-33,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-34,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-35,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-36,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-37,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-38,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-16-39,,용산동 636,35.1249853,126.9299103,2023-04-20
동구-17-1,지원로5번길 20,소태동 566-2,35.1271051,126.9331494,2023-04-20
동구-17-2,지원로5번길 20,소태동 566-2,35.1271051,126.9331494,2023-04-20
동구-17-3,지원로5번길 20,소태동 566-2,35.1271051,126.9331494,2023-04-20
동구-17-4,지원로5번길 20,소태동 566-2,35.1271051,126.9331494,2023-04-20
동구-17-5,지원로5번길 20,소태동 566-2,35.1271051,126.9331494,2023-04-20
동구-18-1,학소로 92,소태동 550-8,35.1281542,126.9335249,2023-04-20
동구-18-2,학소로 92,소태동 550-8,35.1281542,126.9335249,2023-04-20
동구-18-3,학소로 92,소태동 550-8,35.1281542,126.9335249,2023-04-20
동구-19-1,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-2,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-3,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-4,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-5,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-6,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-7,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-8,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-9,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-10,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-11,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-12,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-13,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-14,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-15,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-16,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-17,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-18,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-19,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-20,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-21,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-22,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-23,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-24,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-25,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-26,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-27,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-19-28,의재로 46,학동 732-1,35.1325221,126.9322572,2023-04-20
동구-20-1,,운림동 600-4,35.1345909,126.9426432,2023-04-20
동구-20-2,,운림동 600-4,35.1345909,126.9426432,2023-04-20
동구-20-3,,운림동 600-4,35.1345909,126.9426432,2023-04-20
동구-20-4,,운림동 600-4,35.1345909,126.9426432,2023-04-20
