등록번호,표찰번호,지번주소,도로명주소,경도,위도,데이터제공일자
1,(천변우로) 광주일고 천변-1 1,누문동 324,,35.153206,126.905273,2022-11-10
2,(천변우로) 광주일고 천변-1 2,누문동 324,,35.1530471,126.9054696,2022-11-10
3,(천변우로) 광주일고 천변-1 8,누문동 324,,35.152855,126.905731,2022-11-10
4,(천변우로) 광주일고 천변-1 4,누문동 324,,35.152668,126.905991,2022-11-10
5,(천변우로) 광주일고 천변-1 5,누문동 324,,35.152477,126.906258,2022-11-10
6,(천변우로) 광주일고 천변-1 6,누문동 324,,35.152287,126.906502,2022-11-10
7,(천변우로) 광주일고 천변-1 7,누문동 324,,35.152088,126.906792,2022-11-10
8,(천변우로) 광주일고 천변-1 8,누문동 324,,35.151909,126.907021,2022-11-10
9,(천변우로) 광주일고 천변-1 9,누문동 324,,35.151775,126.907188,2022-11-10
10,(독립로) 419기념탑 LP-002 11 (2020),누문동 316,,35.151756,126.907509,2022-11-10
12,(독립로) 419기념탑 LP-002 9 (2020),누문동 316,,35.152088,126.907951,2022-11-10
13,(독립로) 419기념탑 LP-002 8 (2020),누문동 316,,35.152298,126.908188,2022-11-10
14,(독립로) 419기념탑 LP-002 7 (2020),누문동 316,,35.1525,126.90844,2022-11-10
15,(독립로) 419기념탑 LP-002 6 (2020),누문동 240,,35.152637,126.908638,2022-11-10
16,(독립로) 419기념탑 LP-002 5 (2020),누문동 240,,35.152813,126.908859,2022-11-10
18,(독립로) 419기념탑 LP-002 3 (2020),누문동 316,,35.153202,126.90934,2022-11-10
19,(독립로) 419기념탑 LP-002 2 (2020),누문동 134-2,,35.153416,126.909584,2022-11-10
20,(독립로) 419기념탑 LP-002 1 (2020),누문동 130-4,,35.153587,126.90979,2022-11-10
21,(독립로) 롯데백화점 LP-003 9 (2020),북동 299,,35.1539234,126.9101126,2022-11-10
22,(독립로) 롯데백화점 LP-003 8 (2020),북동 299,,35.1540877,126.9103055,2022-11-10
23,(독립로) 롯데백화점 LP-003 7 (2020),북동 250-8,,35.1543094,126.9105778,2022-11-10
24,(독립로) 롯데백화점 LP-003 6 (2020),북동 244-2,,35.1544946,126.9107865,2022-11-10
25,(독립로) 롯데백화점 LP-003 5 (2020),북동 243,,35.154698,126.9110275,2022-11-10
26,(독립로) 롯데백화점 LP-003 4 (2020),북동 42-11,,35.1549059,126.9112675,2022-11-10
27,(독립로) 롯데백화점 LP-003 3 (2020),북동 22-9,,35.1551217,126.9115209,2022-11-10
28,(독립로) 롯데백화점 LP-003 2 (2020),북동 22-9,,35.1553303,126.9117461,2022-11-10
29,(독립로) 롯데백화점 LP-003 1 (2020),북동 22-9,,35.1555294,126.9119858,2022-11-10
30,(금남로) 수창초등학교2 1,유동 37-10,,35.1568406,126.905064,2022-11-10
31,(금남로) 수창초등학교2 2,유동 39-1,,35.156708,126.9052689,2022-11-10
32,(금남로) 수창초등학교2 3,유동 39-1,,35.156582,126.9054574,2022-11-10
33,(금남로) 수창초등학교2 4,누문동 297,,35.1564296,126.9056946,2022-11-10
34,(금남로) 수창초등학교2 5,누문동 296,,35.1562577,126.9059549,2022-11-10
35,(금남로) 수창초등학교2 6,누문동 296,,35.1561258,126.9061568,2022-11-10
36,(금남로) 수창초등학교2 7,누문동 318,,35.1559914,126.9063508,2022-11-10
37,(금남로) 수창초등학교2 8,누문동 294,,35.1558416,126.9065916,2022-11-10
38,(금남로) 수창초등학교2 9,누문동 294,,35.155712,126.9067801,2022-11-10
39,(금남로) 수창초등학교2 10,누문동 289,,35.1555579,126.9070119,2022-11-10
40,(금남로) 수창초등학교2 11,누문동 286,,35.1554092,126.9072223,2022-11-10
41,(금남로) 수창초등학교2 12,누문동 285,,35.1552525,126.9074606,2022-11-10
42,(금남로) 수창초등학교2 13,누문동 281,,35.1551261,126.9076665,2022-11-10
43,(금남로) 수창초등학교2 14,누문동 279,,35.1549698,126.9079009,2022-11-10
44,(금남로) 수창초등학교2 15,누문동 277,,35.1548058,126.9081531,2022-11-10
45,(금남로) 수창초등학교2 16,누문동 274,,35.1546487,126.9083769,2022-11-10
46,(금남로) 수창초등학교2 17,누문동 273,,35.1545096,126.9085855,2022-11-10
47,(금남로) 수창초등학교2 18,누문동 268,,35.1543237,126.9088699,2022-11-10
48,(금남로) 수창초등학교2 19,누문동 262,,35.1541886,126.9090708,2022-11-10
49,(금남로) 수창초등학교2 20,누문동 260,,35.1540165,126.9093279,2022-11-10
50,(금남로) 수창초등학교2 21,누문동 256,,35.1538598,126.9095601,2022-11-10
51,(금남로) 수창초등학교2 22,누문동 254,,35.153713,126.9097674,2022-11-10
52,(육교),누문동 288,,35.1554921,126.9071165,2022-11-10
53,(금남로) 수창초등학교1 1,북동 299,,35.1539322,126.9100079,2022-11-10
54,(금남로) 수창초등학교1 2,북동 299,,35.1540932,126.9097436,2022-11-10
55,(금남로) 수창초등학교1 3,북동 299,,35.1542594,126.9094953,2022-11-10
56,(금남로) 수창초등학교1 4,북동 299,,35.1544216,126.9092663,2022-11-10
57,(금남로) 수창초등학교1 5,북동 299,,35.1546148,126.9089736,2022-11-10
58,(금남로) 수창초등학교1 6,북동 161,,35.1547708,126.9087446,2022-11-10
59,(금남로) 수창초등학교1 7,북동 161,,35.154934,126.9084738,2022-11-10
60,(금남로) 수창초등학교1 8,북동 161,,35.1550513,126.9083053,2022-11-10
61,(금남로) 수창초등학교1 9,북동 161,,35.1551802,126.9081116,2022-11-10
62,(금남로) 수창초등학교1 10,북동 161,,35.1553289,126.9078731,2022-11-10
63,(금남로) 수창초등학교1 11,북동 161,,35.1554567,126.9076954,2022-11-10
64,(금남로) 수창초등학교1 12,북동 161,,35.1556025,126.9074786,2022-11-10
65,(육교),북동 161,,35.1556901,126.9073433,2022-11-10
66,(금남로) 수창초등학교1 13,북동 161,,35.1557665,126.9072266,2022-11-10
67,(금남로) 수창초등학교1 14,북동 161,,35.1559509,126.9069516,2022-11-10
68,(금남로) 수창초등학교1 15,북동 102-3,,35.1561094,126.9067306,2022-11-10
69,(금남로) 수창초등학교1 16,북동 102-3,,35.1562351,126.9065096,2022-11-10
70,(금남로) 수창초등학교1 17,북동 102-3,,35.1563694,126.9063197,2022-11-10
71,(금남로) 수창초등학교1 18,북동 102-3,,35.1565028,126.9061153,2022-11-10
72,(금남로) 수창초등학교1 19,북동 333,,35.1566215,126.9059307,2022-11-10
73,수창초등학교3 1,유동 38-46,,35.1567428,126.9057464,2022-11-10
74,(금남로) 수창초등학교3 2,유동 38-49,,35.1568951,126.905516,2022-11-10
75,(금남로) 수창초등학교3 3,유동 37-10,,35.1570244,126.9053183,2022-11-10
76,경열로 54,유동 37-38,,35.1571033,126.9052759,2022-11-10
77,경열로 55,유동 37,,35.1572401,126.9054122,2022-11-10
78,경열로 56,유동 14-2,,35.1574111,126.9056685,2022-11-10
79,경열로 57,유동 14-2,,35.157486,126.9058271,2022-11-10
82,,유동 14-2,,35.1574239,126.906654,2022-11-10
84,(금재로) 수창초교후문2 LP-007 14 (2020),북동 97-16,,35.157505,126.907349,2022-11-10
85,(금재로) 수창초교후문2 LP-007 13 (2020),북동 97-5,,35.1574094,126.9076091,2022-11-10
86,(금재로) 수창초교후문2 LP-007 12 (2020),북동 94-4,,35.1573144,126.9078964,2022-11-10
87,(금재로) 수창초교후문2 LP-007 11 (2020),북동 94-4,,35.1572289,126.908188,2022-11-10
88,(금재로) 수창초교후문2 LP-007 10 (2020),북동 93-7,,35.1571339,126.9085107,2022-11-10
89,(금재로) 수창초교후문2 LP-007 9 (2020),북동 91-34,,35.1570335,126.9088344,2022-11-10
90,(금재로) 수창초교후문2 LP-007 8 (2020),북동 91-34,,35.1569309,126.9091597,2022-11-10
91,(금재로) 수창초교후문2 LP-007 7 (2020),북동 60-4,,35.1568165,126.909526,2022-11-10
92,(금재로) 수창초교후문2 LP-007 6 (2020),북동 60-4,,35.1567643,126.909744,2022-11-10
93,(금재로) 수창초교후문2 LP-007 5 (2020),북동 60-4,,35.1566861,126.9099715,2022-11-10
94,(금재로) 수창초교후문2 LP-007 4 (2020),북동 60-4,,35.1566021,126.9102598,2022-11-10
95,(금재로) 수창초교후문2 LP-007 3 (2020),북동 60-4,,35.1565079,126.9105504,2022-11-10
96,(금재로) 수창초교후문2 LP-007 2 (2020),북동 24-1,,35.1564067,126.9108756,2022-11-10
97,(금재로) 수창초교후문2 LP-007 1 (2020),북동 24-1,,35.1563205,126.9111667,2022-11-10
98,(필문로) 풍향시장1 3,풍향동 595-2,,35.162472,126.9286822,2022-11-10
101,(필문로) 풍향시장1 6,풍향동 595-2,,35.1621254,126.9293812,2022-11-10
102,(필문로) 풍향시장1 4,풍향동 595-2,,35.1618756,126.9297066,2022-11-10
103,(필문로) 풍향시장1 5,풍향동 595-2,,35.1620089,126.929518,2022-11-10
104,(필문로) 풍향시장1 3,풍향동 595-2,,35.1616721,126.9299356,2022-11-10
105,(필문로) 풍향시장1 2,풍향동 595-2,,35.1615268,126.9301009,2022-11-10
106,(필문로) 풍향시장1 1,풍향동 595-2,,35.161293,126.930283,2022-11-10
122,(필문로) 광주교육대학교3 5,풍향동 595-1,,35.16296,126.927129,2022-11-10
123,(필문로) 광주교육대학교3 4,풍향동 595-1,,35.162869,126.9274312,2022-11-10
124,(필문로) 광주교육대학교3 3,풍향동 595-1,,35.1627733,126.9277699,2022-11-10
125,(필문로) 광주교육대학교3 2,풍향동 595-1,,35.1626941,126.9280291,2022-11-10
126,(필문로) 광주교육대학교3 1,풍향동 595-1,,35.1626419,126.928276,2022-11-10
128,(군왕로) 금호A 1,풍향동 606-1,,35.162861,126.928825,2022-11-10
129,(군왕로) 금호A 2,풍향동 606-1,,35.162968,126.929039,2022-11-10
130,(군왕로) 금호A 3,풍향동 29-50,,35.163052,126.92926,2022-11-10
131,(군왕로) 금호A 4,풍향동 29-50,,35.163193,126.929512,2022-11-10
132,(군왕로) 금호A 5,풍향동 29-50,,35.163361,126.929779,2022-11-10
133,(군왕로) 금호A 6,풍향동 18-3,,35.163593,126.930092,2022-11-10
134,(군왕로) 금호A 7,풍향동 18-3,,35.163765,126.930283,2022-11-10
135,(군왕로) 금호A 8,풍향동 812,,35.163956,126.930458,2022-11-10
136,(군왕로) 금호A 9,풍향동 812,,35.164158,126.930611,2022-11-10
137,(군왕로) 금호A 10,풍향동 812,,35.164349,126.930809,2022-11-10
138,(군왕로) 금호A 11,풍향동 812,,35.164524,126.930969,2022-11-10
139,(군왕로) 금호A 12,풍향동 812,,35.164722,126.931137,2022-11-10
140,(군왕로) 금호A 13,풍향동 18-3,,35.164898,126.931297,2022-11-10
141,(군왕로) 금호A 23,풍향동 813,,35.162998,126.927231,2022-11-10
142,(군왕로) 금호A 22,풍향동 813,,35.163132,126.927505,2022-11-10
143,(군왕로) 금호A 21,풍향동 813,,35.163082,126.927788,2022-11-10
144,(군왕로) 금호A 20,풍향동 810,,35.163006,126.928093,2022-11-10
145,(군왕로) 금호A 19,풍향동 813,,35.162918,126.928391,2022-11-10
146,(군왕로) 금호A 18,풍향동 813,,35.162853,126.928619,2022-11-10
147,(군왕로) 금호A 14,풍향동 808,,35.1650428,126.9312194,2022-11-10
148,(군왕로) 금호A 15,풍향동 808,,35.165218,126.931023,2022-11-10
149,(군왕로) 금호A 16,풍향동 811,,35.165451,126.930763,2022-11-10
150,(군왕로) 금호A 17,풍향동 808,,35.165581,126.930588,2022-11-10
184,(제봉로) 로케트밧데리2 10,북동 6,,35.157627,126.9115305,2022-11-10
185,(제봉로) 로케트밧데리2 11,북동 6,,35.1573962,126.9116294,2022-11-10
186,(제봉로) 로케트밧데리2 12,북동 6,,35.1571014,126.9117354,2022-11-10
187,(제봉로) 로케트밧데리2 13,북동 6,,35.1568764,126.9118301,2022-11-10
188,(제봉로) 로케트밧데리2 14,북동 6,,35.156647,126.9119291,2022-11-10
189,(제봉로) 로케트밧데리2 15,북동 6,,35.1563727,126.9120265,2022-11-10
190,(제봉로) 로케트밧데리2 16,북동 16-3,,35.156154,126.9118708,2022-11-10
200,(제봉로) 중앙주차장2 10,북동 6,,35.1575054,126.9119052,2022-11-10
201,(제봉로) 중앙주차장2 11,북동 6,,35.1572468,126.9120176,2022-11-10
202,(제봉로) 중앙주차장2 12,북동 6,,35.1570014,126.9121343,2022-11-10
203,(제봉로) 중앙주차장2 13,북동 6,,35.1567464,126.9122413,2022-11-10
204,(제봉로) 중앙주차장2 14,북동 6,,35.1565447,126.9123241,2022-11-10
253,(경열로) 국보산업개발 64,유동 120-2,,35.1590693,126.9066278,2022-11-10
254,(경열로) 국보산업개발 63,유동 120-2,,35.1588835,126.90656,2022-11-10
255,(경열로) 국보산업개발 62,유동 120-2,,35.1586427,126.9064513,2022-11-10
256,(경열로) 국보산업개발 61,유동 120-2,,35.1584878,126.9063887,2022-11-10
257,(경열로) 국보산업개발 60,유동 120-2,,35.1582805,126.9062752,2022-11-10
258,(경열로) 국보산업개발 59,유동 120-2,,35.1580926,126.9061993,2022-11-10
273,(경열로) 국보산업개발 05,신안동 162-1,,35.1631101,126.9080622,2022-11-10
274,(경열로) 국보산업개발 04,신안동 162-1,,35.1633742,126.9081601,2022-11-10
275,(경열로) 국보산업개발 03,신안동 162-1,,35.1635995,126.9082671,2022-11-10
276,(경열로) 국보산업개발 02,신안동 162-1,,35.1637964,126.9083078,2022-11-10
277,(경열로) 국보산업개발 01,신안동 162-1,,35.1638815,126.9081981,2022-11-10
278,(경열로) 국보산업개발 06,신안동 162-1,,35.1628665,126.9079487,2022-11-10
279,(경열로) 국보산업개발 07,신안동 162-1,,35.1625988,126.9078133,2022-11-10
280,(경열로) 국보산업개발 08,신안동 162-1,,35.1623979,126.9077304,2022-11-10
281,(경열로) 국보산업개발 09,신안동 162-1,,35.1622079,126.9076544,2022-11-10
282,(경열로) 국보산업개발 10,신안동 162-1,,35.1620165,126.9075693,2022-11-10
544,(태봉초2길) 태봉초등 402,용봉동 724-5,,35.176796,126.892776,2022-11-10
545,(태봉초2길) 태봉초등 202,용봉동 724-5,,35.176914,126.892746,2022-11-10
546,(태봉초2길) 태봉초등 302,용봉동 721,,35.176708,126.892502,2022-11-10
547,(태봉초2길) 태봉초등 102,용봉동 724-5,,35.176865,126.892479,2022-11-10
548,(태봉초2길) 태봉초등 401,용봉동 724-5,,35.176647,126.892181,2022-11-10
549,(태봉초2길) 태봉초등 201,용봉동 724-5,,35.176758,126.892136,2022-11-10
550,(태봉초2길) 태봉초등 301,용봉동 721,,35.176544,126.891884,2022-11-10
551,(태봉초2길) 태봉초등 403,용봉동 724-5,,35.17646,126.891441,2022-11-10
553,(태봉초2길) 태봉초등 404,용봉동 720-3,,35.176208,126.891022,2022-11-10
554,(태봉초2길) 태봉초등 304,용봉동 720-3,,35.176003,126.890724,2022-11-10
556,(태봉초2길) 태봉초등 204,용봉동 산 161-21,,35.176319,126.890862,2022-11-10
557,,용봉동 724-5,,35.176476,126.891113,2022-11-10
558,(태봉초2길) 태봉초등 203,용봉동 724-5,,35.176594,126.891396,2022-11-10
559,(태봉초2길) 태봉초등 101,용봉동 724-5,,35.176689,126.8918,2022-11-10
581,(서암로) 광주지방기상청2 13,신안동 산 8-5,,35.172024,126.892227,2022-11-10
582,(서암로) 광주지방기상청 2 12,신안동 산 8-5,,35.171928,126.892593,2022-11-10
583,(서암로) 광주지방기상청2 11,신안동 산 8-5,,35.171883,126.892807,2022-11-10
584,(서암로) 광주지방기상청 2 10,신안동 344-2,,35.171791,126.893028,2022-11-10
585,(서암로) 광주지방기상청2 09,신안동 344-2,,35.171688,126.893463,2022-11-10
586,(서암로) 광주지방기상청2 08,신안동 338-1,,35.171619,126.893684,2022-11-10
588,(서암로) 광주지방기상청2 06,신안동 338-1,,35.171425,126.894379,2022-11-10
589,(서암로) 광주지방기상청2 05,신안동 334-1,,35.171398,126.894524,2022-11-10
590,(서암로) 광주지방기상청2 04,신안동 334-1,,35.171307,126.894852,2022-11-10
591,(서암로) 광주지방기상청2 03,신안동 804-7,,35.171223,126.895103,2022-11-10
592,,용봉동 1470,,35.173306,126.896179,2022-11-10
598,,용봉동 696-14,,35.1743612,126.8959535,2022-11-10
599,,용봉동 696-11,,35.174599,126.896095,2022-11-10
600,,용봉동 696-63,,35.174801,126.896233,2022-11-10
601,,용봉동 1114-34,,35.174961,126.896294,2022-11-10
602,,용봉동 1114-37,,35.175106,126.896431,2022-11-10
603,,용봉동 1114-37,,35.17532,126.896614,2022-11-10
604,,용봉동 696-41,,35.175461,126.896713,2022-11-10
605,,용봉동 600-2,,35.175716,126.89682,2022-11-10
606,,용봉동 600-3,,35.176041,126.896851,2022-11-10
607,,용봉동 1114-34,,35.176273,126.896988,2022-11-10
608,,용봉동 1429,,35.176498,126.897079,2022-11-10
609,,용봉동 1429,,35.176685,126.897163,2022-11-10
610,,용봉동 1429,,35.176842,126.897224,2022-11-10
611,,용봉동 1429,,35.177074,126.897301,2022-11-10
612,,용봉동 1264,,35.177265,126.897354,2022-11-10
613,,용봉동 1264,,35.177517,126.897446,2022-11-10
614,,용봉동 1460,,35.17448,126.895584,2022-11-10
615,,신안동 287-5,,35.174706,126.895721,2022-11-10
616,,신안동 287-3,,35.174915,126.895851,2022-11-10
617,,신안동 287-3,,35.175091,126.896004,2022-11-10
618,,신안동 288-19,,35.175293,126.896172,2022-11-10
619,,신안동 804-23,,35.175476,126.896317,2022-11-10
620,,용봉동 697-2,,35.175644,126.896423,2022-11-10
621,,용봉동 698-2,,35.175816,126.8965,2022-11-10
622,,용봉동 599-12,,35.176071,126.896614,2022-11-10
623,,용봉동 599-12,,35.176292,126.896721,2022-11-10
624,,용봉동 1429,,35.176556,126.896782,2022-11-10
625,,용봉동 1390-1,,35.178104,126.897278,2022-11-10
626,,용봉동 1429,,35.177792,126.897186,2022-11-10
627,,용봉동 1429,,35.177502,126.89711,2022-11-10
628,,용봉동 1429,,35.177299,126.897034,2022-11-10
629,,용봉동 1429,,35.177135,126.89698,2022-11-10
630,,용봉동 1429,,35.176952,126.896935,2022-11-10
631,,용봉동 1429,,35.176826,126.896912,2022-11-10
634,,신안동 313-11,,35.172623,126.896271,2022-11-10
635,,신안동 산 2-1,,35.172825,126.896019,2022-11-10
636,,신안동 312,,35.172989,126.895889,2022-11-10
637,,신안동 278-3,,35.173218,126.895645,2022-11-10
638,,신안동 804-23,,35.1734309,126.8955095,2022-11-10
639,,신안동 283-10,,35.1736559,126.8954785,2022-11-10
640,,신안동 283-25,,35.1738747,126.8954989,2022-11-10
641,,신안동 283-3,,35.1741381,126.8955342,2022-11-10
642,,용봉동 692-15,,35.172272,126.89727,2022-11-10
643,,용봉동 692-21,,35.172268,126.897049,2022-11-10
644,,용봉동 693-18,,35.172375,126.896889,2022-11-10
645,,용봉동 1114-34,,35.172558,126.896698,2022-11-10
646,,용봉동 1114-34,,35.172668,126.896599,2022-11-10
647,,신안동 801-42,,35.172802,126.896423,2022-11-10
648,,용봉동 1114-34,,35.172962,126.896278,2022-11-10
649,,용봉동 1114-34,,35.173119,126.896118,2022-11-10
650,(용봉로) 전대농대입구 1 07,용봉동 300,,35.17218,126.898048,2022-11-10
651,(용봉로) 전대농대입구1 06,신안동 484,,35.171989,126.898125,2022-11-10
652,(용봉로) 전대농대입구1 05,신안동 484,,35.171844,126.89843,2022-11-10
653,(용봉로) 전대농대입구1 04,신안동 484,,35.171719,126.898735,2022-11-10
654,(용봉로) 전대농대입구1 03,신안동 484,,35.171661,126.899094,2022-11-10
655,(용봉로) 전대농대입구1 02,신안동 484,,35.171688,126.899445,2022-11-10
656,(용봉로) 전대농대입구1 01,신안동 484,,35.171726,126.899811,2022-11-10
657,(용봉로) 전대농대입구2 01,신안동 486,,35.171074,126.896057,2022-11-10
658,(용봉로) 전대농대입구2 02,신안동 486,,35.1712,126.896156,2022-11-10
659,(용봉로) 전대농대입구2 03,신안동 486,,35.171303,126.896255,2022-11-10
660,(용봉로) 전대농대입구2 04,신안동 486,,35.171398,126.8964,2022-11-10
661,(용봉로) 전대농대입구2 05,신안동 486,,35.171535,126.896591,2022-11-10
662,(용봉로) 전대농대입구2 06,신안동 486,,35.171619,126.896729,2022-11-10
663,(용봉로) 전대농대입구2 07,신안동 486,,35.171722,126.896858,2022-11-10
665,(용봉로) 전대농대입구2 09,신안동 486,,35.171902,126.897102,2022-11-10
666,(용봉로) 전대농대입구2 10,신안동 486,,35.17197,126.897263,2022-11-10
667,(용봉로) 전대농대입구2 11,신안동 486,,35.171974,126.897522,2022-11-10
668,(용봉로) 전대농대입구2 12,신안동 486,,35.171921,126.89782,2022-11-10
669,(용봉로) 전대농대입구2 13,신안동 486,,35.171791,126.898087,2022-11-10
670,(용봉로) 전대농대입구2 14,신안동 486,,35.171604,126.898529,2022-11-10
671,,신안동 486,,35.17152,126.898819,2022-11-10
672,(용봉로) 전대농대입구 2 16,신안동 486,,35.171497,126.89917,2022-11-10
701,(태봉로) 역전지구대1 LP-047 10 (2020),신안동 162-1,,35.162853,126.905869,2022-11-10
702,(태봉로) 역전지구대1 LP-047 9 (2020),신안동 162-1,,35.16291,126.905975,2022-11-10
703,(태봉로) 역전지구대1 LP-047 8 (2020),신안동 162-1,,35.162991,126.90612,2022-11-10
704,(태봉로) 역전지구대1 LP-047 7 (2020),신안동 162-1,,35.163181,126.906441,2022-11-10
705,(태봉로) 역전지구대1 LP-047 6 (2020),신안동 162-1,,35.163334,126.9067,2022-11-10
706,(태봉로) 역전지구대1 LP-047 5 (2020),신안동 162-1,,35.163445,126.906876,2022-11-10
707,(태봉로) 역전지구대1 LP-047 4 (2020),신안동 162-1,,35.163612,126.907181,2022-11-10
708,(태봉로) 역전지구대1 LP-047 3 (2020),신안동 162-1,,35.163746,126.907402,2022-11-10
709,(태봉로) 역전지구대1 LP-047 2 (2020),신안동 162-1,,35.163857,126.907578,2022-11-10
710,(태봉로) 역전지구대1 LP-047 1 (2020),신안동 162-1,,35.163952,126.907768,2022-11-10
711,(태봉로) 역전지구대1 LP-047 11 (2020),신안동 162-1,,35.162689,126.905609,2022-11-10
712,(태봉로) 역전지구대1 LP-047 12 (2020),신안동 162-1,,35.162556,126.905373,2022-11-10
713,(태봉로) 역전지구대1 LP-047 13 (2020),신안동 162-1,,35.162388,126.905098,2022-11-10
714,(태봉로) 역전지구대1 LP-047 14 (2020),신안동 162-1,,35.162266,126.904877,2022-11-10
715,(태봉로) 역전지구대1 LP-047 15 (2020),신안동 162-1,,35.162132,126.904648,2022-11-10
716,(태봉로) 역전지구대1 LP-047 16 (2020),신안동 162-1,,35.162193,126.904373,2022-11-10
717,(태봉로) 역전지구대1 LP-047 18 (2020),신안동 162-1,,35.162014,126.904068,2022-11-10
718,(태봉로) 역전지구대2 LP-048 18 (2020),신안동 162-1,,35.162823,126.90612,2022-11-10
719,(태봉로) 역전지구대2 LP-048 19 (2020),신안동 162-1,,35.16301,126.906425,2022-11-10
720,(태봉로) 역전지구대2 LP-048 20 (2020),신안동 162-1,,35.163136,126.906677,2022-11-10
721,(태봉로) 역전지구대2 LP-048 21 (2020),신안동 162-1,,35.163261,126.906868,2022-11-10
722,(태봉로) 역전지구대2 LP-048 22 (2020),신안동 162-1,,35.163387,126.907082,2022-11-10
723,(태봉로) 역전지구대2 LP-048 23 (2020),신안동 162-1,,35.163517,126.90731,2022-11-10
724,(태봉로) 역전지구대2 LP-048 24 (2020),신안동 162-1,,35.163616,126.907501,2022-11-10
725,(태봉로) 역전지구대2 LP-048 25 (2020),신안동 162-1,,35.163784,126.907776,2022-11-10
726,(태봉로) 역전지구대2 LP-048 26 (2020),신안동 162-1,,35.163921,126.908035,2022-11-10
727,(태봉로) 역전지구대2 LP-048 17 (2020),신안동 162-1,,35.162689,126.905899,2022-11-10
728,(태봉로) 역전지구대2 LP-048 16 (2020),신안동 162-1,,35.162567,126.905693,2022-11-10
729,(태봉로) 역전지구대2 LP-048 15 (2020),신안동 162-1,,35.162449,126.90551,2022-11-10
730,(태봉로) 역전지구대2 LP-048 14 (2020),신안동 162-1,,35.162247,126.905151,2022-11-10
731,(태봉로) 역전지구대2 LP-048 13 (2020),신안동 162-1,,35.162094,126.904892,2022-11-10
732,(태봉로) 역전지구대2 LP-048 12 (2020),신안동 162-1,,35.161968,126.904755,2022-11-10
733,(태봉로) 역전지구대2 LP-048 10 (2020),유동 120-4,,35.161705,126.904526,2022-11-10
734,(태봉로) 역전지구대2 LP-048 9 (2020),유동 120-4,,35.161617,126.904327,2022-11-10
735,(경양로) 역전지구대2 LP-048 8 (2020),신안동 162-3,,35.161755,126.904907,2022-11-10
736,(경양로) 역전지구대2 LP-048 7 (2020),신안동 162-3,,35.161629,126.90535,2022-11-10
737,(경양로) 역전지구대2 LP-048 6 (2020),신안동 162-3,,35.16156,126.905617,2022-11-10
738,(경양로) 역전지구대2 LP-048 5 (2020),신안동 162-3,,35.161469,126.905952,2022-11-10
739,(경양로) 역전지구대2 LP-048 4 (2020),신안동 162-3,,35.161396,126.906181,2022-11-10
740,(경양로) 역전지구대2 LP-048 3 (2020),신안동 162-3,,35.161324,126.906487,2022-11-10
741,(경양로) 역전지구대2 LP-048 2 (2020),신안동 6-3,,35.161247,126.906807,2022-11-10
742,(경양로) 역전지구대2 LP-048 1 (2020),신안동 6-2,,35.161175,126.907082,2022-11-10
743,(태봉로) 북광주우체국1 LP-049 7 (2020),임동 231-1,,35.160748,126.90229,2022-11-10
744,(태봉로) 북광주우체국1 LP-049 8 (2020),임동 231-1,,35.160614,126.902084,2022-11-10
745,(태봉로) 북광주우체국1 LP-049 9 (2020),임동 231-1,,35.160534,126.901947,2022-11-10
746,(태봉로) 북광주우체국1 LP-049 10 (2020),임동 231-1,,35.160339,126.901642,2022-11-10
747,(태봉로) 북광주우체국1 LP-049 11 (2020),임동 63-2,,35.160233,126.901474,2022-11-10
748,(태봉로) 북광주우체국1 LP-049 12 (2020),임동 63-2,,35.160107,126.90126,2022-11-10
749,(태봉로) 북광주우체국1 LP-049 13 (2020),임동 61-7,,35.159969,126.901009,2022-11-10
750,(태봉로) 북광주우체국1 LP-049 14 (2020),임동 61-7,,35.159836,126.90078,2022-11-10
751,(태봉로) 북광주우체국1 LP-049 15 (2020),임동 223,,35.159695,126.900505,2022-11-10
752,(태봉로) 북광주우체국1 LP-049 16 (2020),임동 85-5,,35.159538,126.900269,2022-11-10
753,(태봉로) 북광주우체국1 LP-049 17 (2020),임동 85-5,,35.159409,126.900024,2022-11-10
754,(태봉로) 북광주우체국1 LP-049 6 (2020),임동 231-1,,35.160946,126.902634,2022-11-10
755,(태봉로) 북광주우체국1 LP-049 5 (2020),임동 231-1,,35.161072,126.902863,2022-11-10
756,(태봉로) 북광주우체국1 LP-049 4 (2020),임동 231-1,,35.161194,126.903099,2022-11-10
757,(태봉로) 북광주우체국1 LP-049 3 (2020),임동 231-1,,35.161373,126.903351,2022-11-10
758,(태봉로) 북광주우체국1 LP-049 2 (2020),임동 231-1,,35.161545,126.903641,2022-11-10
759,(태봉로) 북광주우체국1 LP-049 1 (2020),임동 231-1,,35.161747,126.903915,2022-11-10
777,(금남로) 북성중학교2 7,유동 135,,35.158695,126.902153,2022-11-10
778,(금남로) 북성중학교2 6,유동 27-1,,35.158642,126.902336,2022-11-10
779,(금남로) 북성중학교2 5,유동 27-1,,35.158566,126.902687,2022-11-10
781,(금남로) 북성중학교2 3,유동 27-1,,35.158463,126.90316,2022-11-10
782,(금남로) 북성중학교2 2,유동 22-3,,35.158371,126.903496,2022-11-10
783,(금남로) 북성중학교2 1,유동 22-3,,35.158314,126.903732,2022-11-10
786,(금남로) 북성중학교2 10,임동 71-7,,35.158875,126.901283,2022-11-10
790,(금남로) 북성중학교2 14,임동 85-5,,35.159138,126.9002,2022-11-10
