등록번호,표찰번호,지번주소,도로명주소,경도,위도,데이터제공일자
11521,(첨단지구) 광주과학기술원1 16,오룡동 1112-1,,35.226536,126.846802,2022-11-10
11522,(첨단지구) 광주과학기술원1 15,오룡동 1112-1,,35.226398,126.846405,2022-11-10
11523,(첨단지구) 광주과학기술원1 14,오룡동 1112-1,,35.226276,126.846016,2022-11-10
11524,(첨단지구) 광주과학기술원1 13,오룡동 1112-1,,35.226154,126.845619,2022-11-10
11525,(첨단지구) 광주과학기술원1 12,오룡동 1112-1,,35.226013,126.845238,2022-11-10
11526,(첨단지구) 광주과학기술원1 11,오룡동 1112-1,,35.225906,126.84491,2022-11-10
11527,(첨단지구) 광주과학기술원1 10,오룡동 1112-1,,35.225716,126.844917,2022-11-10
11528,(첨단지구) 광주과학기술원1 09,오룡동 1112-1,,35.225849,126.845329,2022-11-10
11529,(첨단지구) 광주과학기술원1 08,오룡동 1112-1,,35.225975,126.845711,2022-11-10
11530,(첨단지구) 광주과학기술원1 07,오룡동 1112-1,,35.226112,126.846115,2022-11-10
11531,(첨단지구) 광주과학기술원1 06,오룡동 1112-1,,35.226242,126.846504,2022-11-10
11532,(첨단지구) 광주과학기술원1 05,오룡동 1112-1,,35.226372,126.846901,2022-11-10
11533,(첨단지구) 광주과학기술원1 04,오룡동 1112-1,,35.226505,126.847298,2022-11-10
11534,(첨단지구) 광주과학기술원1 03,오룡동 1112-1,,35.226627,126.847687,2022-11-10
11535,(첨단지구) 광주과학기술원1 02,오룡동 1112-1,,35.226791,126.848198,2022-11-10
11536,(첨단지구) 광주과학기술원1 01,오룡동 1112-1,,35.226875,126.84848,2022-11-10
11537,(첨단지구) 광주과학기술원1 40,오룡동 1112-1,,35.227024,126.848862,2022-11-10
11538,(첨단지구) 광주과학기술원1 39,오룡동 1112-1,,35.227177,126.849342,2022-11-10
11539,(첨단지구) 광주과학기술원1 38,오룡동 1112-1,,35.227276,126.849609,2022-11-10
11540,(첨단지구) 광주과학기술원1 37,오룡동 1112-1,,35.227413,126.850021,2022-11-10
11541,(첨단지구) 광주과학기술원1 36,오룡동 1112-1,,35.227547,126.850426,2022-11-10
11542,(첨단지구) 광주과학기술원1 35,오룡동 1112-1,,35.22765,126.850754,2022-11-10
11543,(첨단지구) 광주과학기술원1 34,오룡동 1112-1,,35.227814,126.851212,2022-11-10
11544,(첨단지구) 광주과학기술원1 33,오룡동 1112-1,,35.227936,126.851601,2022-11-10
11545,(첨단지구) 광주과학기술원1 32,오룡동 1112-1,,35.228058,126.851974,2022-11-10
11546,(첨단지구) 광주과학기술원1 31,오룡동 1112-1,,35.228191,126.852356,2022-11-10
11547,(첨단지구) 광주과학기술원1 30,오룡동 1112-1,,35.228359,126.852272,2022-11-10
11548,(첨단지구) 광주과학기술원1 29,오룡동 1112-1,,35.228237,126.851898,2022-11-10
11549,(첨단지구) 광주과학기술원1 28,오룡동 1112-1,,35.228107,126.851509,2022-11-10
11550,(첨단지구) 광주과학기술원1 27,오룡동 1112-1,,35.227974,126.851128,2022-11-10
11552,(첨단지구) 광주과학기술원1 25,오룡동 1112-1,,35.227718,126.850342,2022-11-10
11553,(첨단지구) 광주과학기술원1 24,오룡동 1112-1,,35.227577,126.84993,2022-11-10
11554,(첨단지구) 광주과학기술원1 23,오룡동 1112-1,,35.227436,126.849464,2022-11-10
11555,(첨단지구) 광주과학기술원1 22,오룡동 1112-1,,35.227337,126.849159,2022-11-10
11556,(첨단지구) 광주과학기술원1 21,오룡동 1112-1,,35.227196,126.84877,2022-11-10
11557,(첨단지구) 삼성전자 01,오룡동 1112-1,,35.226341,126.852798,2022-11-10
11558,(첨단지구) 삼성전자 02,오룡동 1112-1,,35.225983,126.852798,2022-11-10
11559,(첨단지구) 삼성전자 03,오룡동 1112-1,,35.225624,126.852798,2022-11-10
11560,(첨단지구) 삼성전자 04,오룡동 1112-1,,35.225262,126.852791,2022-11-10
11561,(첨단지구) 삼성전자 05,오룡동 1112-1,,35.224899,126.852791,2022-11-10
11562,(첨단지구) 삼성전자 06,오룡동 1112-1,,35.22451,126.85276,2022-11-10
11563,(첨단지구) 삼성전자 07,오룡동 1112-1,,35.224148,126.852783,2022-11-10
11564,(첨단지구) 삼성전자 08,오룡동 1112-1,,35.223793,126.852776,2022-11-10
11565,(첨단지구) 삼성전자 09,오룡동 1112-1,,35.223438,126.852776,2022-11-10
11566,(첨단지구) 삼성전자 10,오룡동 1112-1,,35.223091,126.852776,2022-11-10
11567,(첨단지구) 삼성전자 11,오룡동 1112-1,,35.22274,126.852768,2022-11-10
11568,(첨단지구) 삼성전자 12,오룡동 1112-1,,35.222359,126.852768,2022-11-10
11569,(첨단지구) 삼성전자 13,오룡동 1112-1,,35.222034,126.852768,2022-11-10
11570,(첨단지구) 삼성전자 14,오룡동 1112-1,,35.222031,126.852997,2022-11-10
11571,(첨단지구) 삼성전자 15,오룡동 1112-1,,35.222355,126.853012,2022-11-10
11572,(첨단지구) 삼성전자 16,오룡동 1112-1,,35.222744,126.853004,2022-11-10
11573,(첨단지구) 삼성전자 17,오룡동 1112-1,,35.223083,126.853004,2022-11-10
11574,(첨단지구) 삼성전자 18,오룡동 1112-1,,35.223442,126.853012,2022-11-10
11575,(첨단지구) 삼성전자 19,오룡동 1112-1,,35.223793,126.853004,2022-11-10
11576,(첨단지구) 삼성전자 20,오룡동 1112-1,,35.224152,126.853012,2022-11-10
11577,(첨단지구) 삼성전자 21,오룡동 1112-1,,35.224518,126.85302,2022-11-10
11578,(첨단지구) 삼성전자 22,오룡동 1112-1,,35.224895,126.853027,2022-11-10
11579,(첨단지구) 삼성전자 23,오룡동 1112-1,,35.225266,126.853035,2022-11-10
11580,(첨단지구) 삼성전자 24,오룡동 1112-1,,35.225471,126.853027,2022-11-10
11581,(첨단지구) 삼성전자 25,오룡동 1112-1,,35.225975,126.85302,2022-11-10
11582,(첨단지구) 삼성전자 26,오룡동 1112-1,,35.226353,126.853035,2022-11-10
11583,(첨단지구) 삼성전자 27,오룡동 1112-1,,35.226719,126.85302,2022-11-10
11584,(첨단지구) 삼성전자 28,오룡동 1112-1,,35.227081,126.853035,2022-11-10
11585,(첨단지구) 삼성전자 29,오룡동 1112-1,,35.227451,126.853004,2022-11-10
11586,(첨단지구) 삼성전자 30,오룡동 1112-1,,35.227829,126.852928,2022-11-10
11587,(첨단지구) 삼성전자 31,오룡동 1112-1,,35.228172,126.852783,2022-11-10
11588,(첨단지구) 삼성전자 32,오룡동 1112-1,,35.22863,126.852539,2022-11-10
11589,(첨단지구) 삼성전자 33,오룡동 1112-1,,35.228939,126.852394,2022-11-10
11591,(첨단지구) 삼성전자 35,오룡동 1112-1,,35.229591,126.852028,2022-11-10
11592,(첨단지구) 삼성전자 36,오룡동 1112-1,,35.229931,126.851883,2022-11-10
11593,(첨단지구) 삼성전자 37,오룡동 1112-1,,35.230263,126.851685,2022-11-10
11594,(첨단지구) 삼성전자 38,오룡동 1112-1,,35.230598,126.851501,2022-11-10
11595,(첨단지구) 삼성전자 39,오룡동 1112-1,,35.230621,126.851204,2022-11-10
11596,(첨단지구) 삼성전자 40,오룡동 1112-1,,35.230396,126.851341,2022-11-10
11597,(첨단지구) 삼성전자 40,오룡동 1112-1,,35.230175,126.851479,2022-11-10
11598,(첨단지구) 삼성전자 41,오룡동 1112-1,,35.229855,126.851662,2022-11-10
11599,(첨단지구) 삼성전자 42,오룡동 1112-1,,35.229511,126.85183,2022-11-10
11600,(첨단지구) 삼성전자 43,오룡동 1112-1,,35.229187,126.852013,2022-11-10
11601,(첨단지구) 삼성전자 44,오룡동 1112-1,,35.228867,126.852188,2022-11-10
11602,(첨단지구) 삼성전자 45,오룡동 1112-1,,35.228542,126.852364,2022-11-10
11603,(첨단지구) 삼성전자 46,오룡동 1112-1,,35.2281,126.852585,2022-11-10
11604,(첨단지구) 삼성전자 47,오룡동 1112-1,,35.227776,126.852707,2022-11-10
11605,(첨단지구) 삼성전자 48,오룡동 1112-1,,35.227432,126.852783,2022-11-10
11606,(첨단지구) 삼성전자 49,오룡동 1112-1,,35.227081,126.852806,2022-11-10
11607,(첨단지구) 삼성전자 50,오룡동 1112-1,,35.226707,126.852798,2022-11-10
11608,(첨단지구) 은혜학교 01,오룡동 1112,,35.233849,126.849396,2022-11-10
11609,(첨단지구) 은혜학교 24,오룡동 1112-1,,35.233757,126.849602,2022-11-10
11610,(첨단지구) 은혜학교 25,오룡동 1112-1,,35.233467,126.849739,2022-11-10
11611,(첨단지구) 은혜학교 26,오룡동 1112-1,,35.233147,126.849915,2022-11-10
11612,(첨단지구) 은혜학교 27,오룡동 1112-1,,35.232849,126.850082,2022-11-10
11613,(첨단지구) 은혜학교 28,오룡동 1112-1,,35.232533,126.85025,2022-11-10
11614,(첨단지구) 은혜학교 29,오룡동 1112-1,,35.232185,126.850418,2022-11-10
11615,(첨단지구) 은혜학교 30,오룡동 1112-1,,35.23188,126.85054,2022-11-10
11616,(첨단지구) 은혜학교 31,오룡동 1112-1,,35.231636,126.850677,2022-11-10
11617,(첨단지구) 은혜학교 32,오룡동 1112-1,,35.23138,126.850815,2022-11-10
11618,(첨단지구) 은혜학교 33,오룡동 1112-1,,35.231144,126.850929,2022-11-10
11620,(첨단지구) 은혜학교 34,오룡동 1112-1,,35.230919,126.851334,2022-11-10
11621,(첨단지구) 은혜학교 35,오룡동 1112-1,,35.231255,126.851151,2022-11-10
11622,(첨단지구) 은혜학교 36,오룡동 1112-1,,35.231525,126.851013,2022-11-10
11623,(첨단지구) 은혜학교 37,오룡동 1112-1,,35.231918,126.850807,2022-11-10
11624,(첨단지구) 은혜학교 38,오룡동 1112-1,,35.23225,126.850632,2022-11-10
11630,(첨단지구) 은혜학교 23,오룡동 1112,,35.234131,126.849632,2022-11-10
11631,(첨단지구) 은혜학교 22,오룡동 1112,,35.234001,126.849297,2022-11-10
11632,(첨단지구) 은혜학교 21,오룡동 1112,,35.233868,126.848892,2022-11-10
11633,(첨단지구) 은혜학교 20,오룡동 1112,,35.233723,126.848503,2022-11-10
11634,(첨단지구) 은혜학교 19,오룡동 1112,,35.233582,126.848083,2022-11-10
11635,(첨단지구) 은혜학교 18,오룡동 1112,,35.233437,126.847687,2022-11-10
11636,(첨단지구) 은혜학교 17,오룡동 1112,,35.233326,126.847374,2022-11-10
11637,(첨단지구) 은혜학교 16,오룡동 1112,,35.23315,126.846886,2022-11-10
11638,(첨단지구) 은혜학교 15,오룡동 1112,,35.232994,126.846443,2022-11-10
11639,(첨단지구) 은혜학교 14,오룡동 1112,,35.232841,126.846016,2022-11-10
11640,(첨단지구) 은혜학교 13,오룡동 1112,,35.232689,126.845589,2022-11-10
11641,(첨단지구) 은혜학교 12,오룡동 1112,,35.23259,126.845314,2022-11-10
11644,(첨단지구) 은혜학교 11,오룡동 1112,,35.232368,126.845238,2022-11-10
11646,(첨단지구) 은혜학교 10,오룡동 1112,,35.2325118,126.8456838,2022-11-10
11647,(첨단지구) 은혜학교 09,오룡동 1112,,35.232677,126.846107,2022-11-10
11648,(첨단지구) 은혜학교 08,오룡동 1112,,35.232834,126.846542,2022-11-10
11649,(첨단지구) 은혜학교 07,오룡동 1112,,35.233017,126.847046,2022-11-10
11650,(첨단지구) 은혜학교 06,오룡동 1112,,35.233139,126.847382,2022-11-10
11651,(첨단지구) 은혜학교 05,오룡동 1112,,35.233273,126.847778,2022-11-10
11652,(첨단지구) 은혜학교 04,오룡동 1112,,35.233421,126.84819,2022-11-10
11653,(첨단지구) 은혜학교 03,오룡동 1112,,35.233559,126.848587,2022-11-10
11654,(첨단지구) 은혜학교 02,오룡동 1112,,35.233707,126.849007,2022-11-10
11655,(첨단지구) 신흥제 01,오룡동 1112,,35.23111,126.841682,2022-11-10
11656,(첨단지구) 신흥제 02,오룡동 1112,,35.231236,126.842056,2022-11-10
11657,(첨단지구) 신흥제 03,오룡동 1112,,35.231365,126.842438,2022-11-10
11658,(첨단지구) 신흥제 04,오룡동 1112,,35.231503,126.842804,2022-11-10
11660,(첨단지구) 신흥제 06,오룡동 1112,,35.231762,126.843544,2022-11-10
11665,(첨단지구) 신흥제 12,오룡동 1112,,35.2323,126.84449,2022-11-10
11666,(첨단지구) 신흥제 11,오룡동 1112,,35.23243,126.844849,2022-11-10
11667,(첨단지구) 신흥제 13,오룡동 1112,,35.232178,126.844162,2022-11-10
11668,(첨단지구) 신흥제 14,오룡동 1112,,35.232059,126.843796,2022-11-10
11669,(첨단지구) 신흥제 15,오룡동 1112,,35.23193,126.84343,2022-11-10
11670,(첨단지구) 신흥제 16,오룡동 1112,,35.2318,126.843086,2022-11-10
11671,(첨단지구) 신흥제 17,오룡동 1112,,35.231663,126.842705,2022-11-10
11672,(첨단지구) 신흥제 18,오룡동 1112,,35.231529,126.842331,2022-11-10
11673,(첨단지구) 신흥제 19,오룡동 1112,,35.231396,126.841942,2022-11-10
11674,(첨단지구) 신흥제 20,오룡동 1112,,35.23127,126.841576,2022-11-10
11675,(첨단지구) 신흥제 21,오룡동 1112,,35.231155,126.841263,2022-11-10
11676,(첨단지구) 신흥제 22,오룡동 1112,,35.230999,126.840828,2022-11-10
11677,(첨단지구) 신흥제 23,오룡동 1112,,35.230869,126.840454,2022-11-10
11678,(첨단지구) 신흥제 24,오룡동 1112,,35.230747,126.840111,2022-11-10
11679,(첨단지구) 신흥제 25,오룡동 1112,,35.230598,126.839699,2022-11-10
11684,(첨단지구) 신흥제 30,오룡동 1111,,35.22987,126.837662,2022-11-10
11686,(첨단지구) 신흥제 32,오룡동 1111,,35.229584,126.836845,2022-11-10
11687,(첨단지구) 신흥제 33,오룡동 1111,,35.229416,126.836937,2022-11-10
11692,(첨단지구) 신흥제 38,오룡동 1112,,35.230289,126.839394,2022-11-10
11693,(첨단지구) 신흥제 39,오룡동 1112,,35.230431,126.83979,2022-11-10
11694,(첨단지구) 신흥제 40,오룡동 1112,,35.230572,126.840195,2022-11-10
11695,(첨단지구) 신흥제 41,오룡동 1112,,35.230701,126.840546,2022-11-10
11696,(첨단지구) 신흥제 42,오룡동 1112,,35.230831,126.840927,2022-11-10
11697,(첨단지구) 신흥제 43,오룡동 1112,,35.230965,126.841286,2022-11-10
11698,(첨단지구) 대촌마을 01,대촌동 952,,35.235493,126.853477,2022-11-10
11699,(첨단지구) 대촌마을 02,대촌동 952,,35.235386,126.853233,2022-11-10
11700,(첨단지구) 대촌마을 03,대촌동 952,,35.235271,126.852875,2022-11-10
11701,(첨단지구) 대촌마을 04,대촌동 952,,35.235146,126.852531,2022-11-10
11702,(첨단지구) 대촌마을 05,대촌동 952,,35.235031,126.852196,2022-11-10
11703,(첨단지구) 대촌마을 06,대촌동 952,,35.234894,126.851845,2022-11-10
11704,(첨단지구) 대촌마을 07,대촌동 952,,35.234772,126.851494,2022-11-10
11705,(첨단지구) 대촌마을 08,대촌동 952,,35.234646,126.851143,2022-11-10
11706,(첨단지구) 대촌마을 09,대촌동 952,,35.234543,126.850822,2022-11-10
11707,(첨단지구) 대촌마을 10,대촌동 952,,35.234402,126.850418,2022-11-10
11708,(첨단지구) 대촌마을 11,대촌동 952,,35.234276,126.850075,2022-11-10
11710,(첨단지구) 대촌마을 13,대촌동 952,,35.234123,126.850159,2022-11-10
11711,(첨단지구) 대촌마을 14,대촌동 952,,35.234245,126.850525,2022-11-10
11712,(첨단지구) 대촌마을 15,대촌동 952,,35.23439,126.850929,2022-11-10
11713,(첨단지구) 대촌마을 16,대촌동 952,,35.234497,126.851242,2022-11-10
11714,(첨단지구) 대촌마을 17,대촌동 952,,35.234619,126.85157,2022-11-10
11715,(첨단지구) 대촌마을 18,대촌동 952,,35.23476,126.851944,2022-11-10
11716,(첨단지구) 대촌마을 19,대촌동 952,,35.234875,126.852295,2022-11-10
11717,(첨단지구) 대촌마을 20,대촌동 952,,35.234997,126.852631,2022-11-10
11718,(첨단지구) 대촌마을 21,대촌동 952,,35.235111,126.852959,2022-11-10
11719,(첨단지구) 대촌마을 22,대촌동 952,,35.235241,126.853325,2022-11-10
11720,(첨단지구) 대촌마을 23,대촌동 952,,35.235378,126.853706,2022-11-10
11721,(첨단지구) 대촌마을 24,대촌동 952,,35.235497,126.85405,2022-11-10
11722,(첨단지구) 대촌마을 25,대촌동 952,,35.2356,126.854401,2022-11-10
11723,(첨단지구) 대촌마을 26,대촌동 952,,35.235752,126.854759,2022-11-10
11724,(첨단지구) 대촌마을 27,대촌동 952,,35.235878,126.855125,2022-11-10
11725,(첨단지구) 대촌마을 28,대촌동 952,,35.236008,126.855499,2022-11-10
11727,(첨단지구) 대촌마을 30,대촌동 952,,35.236252,126.856178,2022-11-10
11728,(첨단지구) 대촌마을 31,대촌동 952,,35.236374,126.856522,2022-11-10
11729,(첨단지구) 대촌마을 32,대촌동 952,,35.236557,126.856445,2022-11-10
11730,(첨단지구) 대촌마을 33,대촌동 952,,35.236404,126.856056,2022-11-10
11731,(첨단지구) 대촌마을 34,대촌동 952,,35.236286,126.855736,2022-11-10
11732,(첨단지구) 대촌마을 35,대촌동 952,,35.236183,126.855453,2022-11-10
11733,(첨단지구) 대촌마을 36,대촌동 952,,35.235996,126.854912,2022-11-10
11734,(첨단지구) 대촌마을 37,대촌동 952,,35.235912,126.854683,2022-11-10
11735,(첨단지구) 대촌마을 38,대촌동 952,,35.235783,126.854301,2022-11-10
11736,(첨단지구) 대촌마을 39,대촌동 952,,35.235668,126.85392,2022-11-10
11737,(첨단지구) 광산업단지 27,대촌동 952-2,,35.236313,126.856743,2022-11-10
11738,(첨단지구) 광산업단지 28,대촌동 952-2,,35.236027,126.856895,2022-11-10
11739,(첨단지구) 광산업단지 29,대촌동 962,,35.235676,126.857086,2022-11-10
11740,(첨단지구) 광산업단지 30,대촌동 962,,35.235359,126.857254,2022-11-10
11741,(첨단지구) 광산업단지 31,대촌동 962,,35.235023,126.857422,2022-11-10
11742,(첨단지구) 광산업단지 32,대촌동 962,,35.234695,126.857597,2022-11-10
11743,(첨단지구) 광산업단지 33,대촌동 962,,35.234371,126.857765,2022-11-10
11744,(첨단지구) 광산업단지 34,대촌동 962,,35.234123,126.857903,2022-11-10
11745,(첨단지구) 광산업단지 35,대촌동 962,,35.233887,126.858025,2022-11-10
11746,(첨단지구) 광산업단지 36,대촌동 962,,35.233746,126.858093,2022-11-10
11748,(첨단지구) 광산업단지 38,월출동 969,,35.233749,126.858978,2022-11-10
11749,(첨단지구) 광산업단지 39,월출동 969,,35.233902,126.859406,2022-11-10
11750,(첨단지구) 광산업단지 40,월출동 969,,35.234039,126.859787,2022-11-10
11751,(첨단지구) 광산업단지 42,월출동 969,,35.234184,126.859779,2022-11-10
11752,(첨단지구) 광산업단지 43,월출동 969,,35.234097,126.85952,2022-11-10
11753,(첨단지구) 광산업단지 44,월출동 969,,35.23394,126.8591,2022-11-10
11754,(첨단지구) 광산업단지 45,월출동 969,,35.233765,126.85862,2022-11-10
11755,(첨단지구) 광산업단지 46,대촌동 962,,35.233788,126.858246,2022-11-10
11756,(첨단지구) 광산업단지 47,대촌동 962,,35.233944,126.858162,2022-11-10
11757,(첨단지구) 광산업단지 48,대촌동 962,,35.234276,126.857994,2022-11-10
11758,(첨단지구) 광산업단지 49,대촌동 962,,35.234596,126.857819,2022-11-10
11759,(첨단지구) 광산업단지 50,대촌동 962,,35.234932,126.857643,2022-11-10
11760,(첨단지구) 광산업단지 51,대촌동 962,,35.235249,126.857468,2022-11-10
11761,(첨단지구) 광산업단지 52,대촌동 962,,35.235584,126.8573,2022-11-10
11762,(첨단지구) 광산업단지 53,대촌동 962,,35.235916,126.857124,2022-11-10
11763,(첨단지구) 광산업단지 54,대촌동 952-2,,35.236221,126.856972,2022-11-10
11764,(첨단지구) 광산업단지 01,월출동 965,,35.236523,126.856956,2022-11-10
11765,(첨단지구) 광산업단지 02,월출동 965,,35.236618,126.857224,2022-11-10
11766,(첨단지구) 광산업단지 03,월출동 965,,35.236717,126.857529,2022-11-10
11767,(첨단지구) 광산업단지 04,월출동 965,,35.236843,126.857872,2022-11-10
11768,(첨단지구) 광산업단지 05,월출동 965,,35.236973,126.858238,2022-11-10
11769,(첨단지구) 광산업단지 06,월출동 965,,35.237095,126.858597,2022-11-10
11770,(첨단지구) 광산업단지 07,월출동 965,,35.237225,126.858948,2022-11-10
11771,(첨단지구) 광산업단지 08,월출동 965,,35.237358,126.859299,2022-11-10
11772,(첨단지구) 광산업단지 09,월출동 965,,35.23748,126.85965,2022-11-10
11773,(첨단지구) 광산업단지 10,월출동 965,,35.237598,126.860001,2022-11-10
11774,(첨단지구) 광산업단지 11,월출동 965,,35.237709,126.860306,2022-11-10
11775,(첨단지구) 광산업단지 12,월출동 965,,35.237839,126.860695,2022-11-10
11776,(첨단지구) 광산업단지 13,월출동 965,,35.237995,126.861092,2022-11-10
11777,(첨단지구) 광산업단지 14,월출동 965,,35.238163,126.860992,2022-11-10
11778,(첨단지구) 광산업단지 15,월출동 965,,35.238037,126.860588,2022-11-10
11779,(첨단지구) 광산업단지 16,월출동 965,,35.237896,126.860229,2022-11-10
11780,(첨단지구) 광산업단지 17,월출동 965,,35.237782,126.859917,2022-11-10
11781,(첨단지구) 광산업단지 18,월출동 965,,35.237656,126.859573,2022-11-10
11782,(첨단지구) 광산업단지 19,월출동 965,,35.237537,126.859222,2022-11-10
11783,(첨단지구) 광산업단지 20,월출동 965,,35.237408,126.858849,2022-11-10
11784,(첨단지구) 광산업단지 21,월출동 965,,35.23727,126.858513,2022-11-10
11785,(첨단지구) 광산업단지 22,월출동 965,,35.237141,126.858147,2022-11-10
11786,(첨단지구) 광산업단지 23,월출동 965,,35.237015,126.857773,2022-11-10
11787,(첨단지구) 광산업단지 24,월출동 965,,35.236897,126.857445,2022-11-10
11788,(첨단지구) 광산업단지 25,월출동 965,,35.236778,126.85714,2022-11-10
11789,(첨단지구) 광산업단지 26,월출동 965,,35.236679,126.856834,2022-11-10
11790,(첨단지구) 폐기물처리장 01,월출동 965,,35.238991,126.863899,2022-11-10
11791,(첨단지구) 폐기물처리장 02,월출동 965,,35.23909,126.864166,2022-11-10
11792,(첨단지구) 폐기물처리장 03,월출동 965,,35.239204,126.864487,2022-11-10
11793,(첨단지구) 폐기물처리장 04,월출동 965,,35.239326,126.864838,2022-11-10
11794,(첨단지구) 폐기물처리장 05,월출동 965,,35.23946,126.865204,2022-11-10
11795,(첨단지구) 폐기물처리장 06,월출동 965,,35.239578,126.865547,2022-11-10
11796,(첨단지구) 폐기물처리장 07,월출동 965,,35.239697,126.865898,2022-11-10
11797,(첨단지구) 폐기물처리장 08,월출동 965,,35.239803,126.866257,2022-11-10
11798,(첨단지구) 폐기물처리장 09,월출동 965,,35.239895,126.8666,2022-11-10
11799,(첨단지구) 폐기물처리장 10,월출동 965,,35.240009,126.866966,2022-11-10
11800,(첨단지구) 폐기물처리장 11,월출동 965,,35.240108,126.867317,2022-11-10
11801,(첨단지구) 폐기물처리장 12,월출동 965,,35.240219,126.867691,2022-11-10
11802,(첨단지구) 폐기물처리장 13,월출동 965,,35.240318,126.868034,2022-11-10
11803,(첨단지구) 폐기물처리장 14,월출동 965,,35.24062,126.868225,2022-11-10
11804,(첨단지구) 폐기물처리장 15,월출동 965,,35.24052,126.867928,2022-11-10
11805,(첨단지구) 폐기물처리장 16,월출동 965,,35.240398,126.867607,2022-11-10
11806,(첨단지구) 폐기물처리장 17,월출동 965,,35.240261,126.867157,2022-11-10
11807,(첨단지구) 폐기물처리장 18,월출동 965,,35.24017,126.866867,2022-11-10
11808,(첨단지구) 폐기물처리장 19,월출동 965,,35.240074,126.866508,2022-11-10
11809,(첨단지구) 폐기물처리장 20,월출동 965,,35.239967,126.86618,2022-11-10
11810,(첨단지구) 폐기물처리장 21,월출동 965,,35.239849,126.865807,2022-11-10
11811,(첨단지구) 폐기물처리장 22,월출동 965,,35.239731,126.865456,2022-11-10
11812,(첨단지구) 폐기물처리장 23,월출동 965,,35.239616,126.865112,2022-11-10
11813,(첨단지구) 폐기물처리장 24,월출동 965,,35.239491,126.864746,2022-11-10
11814,(첨단지구) 폐기물처리장 25,월출동 965,,35.239368,126.864403,2022-11-10
11815,(첨단지구) 폐기물처리장 26,월출동 965,,35.239239,126.864059,2022-11-10
11816,(첨단지구) 폐기물처리장 27,월출동 965,,35.239098,126.863632,2022-11-10
11817,(첨단지구) 폐기물처리장 28,월출동 965,,35.239017,126.86338,2022-11-10
11818,(첨단지구) 폐기물처리장 29,월출동 965,,35.238914,126.863068,2022-11-10
11819,(첨단지구) 폐기물처리장 30,월출동 965,,35.238773,126.862701,2022-11-10
11820,(첨단지구) 폐기물처리장 31,월출동 965,,35.238663,126.862411,2022-11-10
11822,(첨단지구) 폐기물처리장 33,월출동 965,,35.238403,126.861687,2022-11-10
11823,(첨단지구) 폐기물처리장 34,월출동 965,,35.238274,126.861313,2022-11-10
11824,(첨단지구) 폐기물처리장 35,월출동 965,,35.238106,126.861397,2022-11-10
11825,(첨단지구) 폐기물처리장 36,월출동 965,,35.238255,126.861809,2022-11-10
11826,(첨단지구) 폐기물처리장 37,월출동 965,,35.238369,126.862137,2022-11-10
11827,(첨단지구) 폐기물처리장 38,월출동 965,,35.238472,126.86245,2022-11-10
11828,(첨단지구) 폐기물처리장 39,월출동 965,,35.238594,126.862793,2022-11-10
11830,(첨단지구) 폐기물처리장 41,월출동 965,,35.238739,126.863213,2022-11-10
11831,(첨단지구) 폐기물처리장 42,월출동 965,,35.238838,126.863495,2022-11-10
11833,(첨단지구) 폐기물처리장 59,월출동 972,,35.238613,126.863922,2022-11-10
11834,(첨단지구) 폐기물처리장 58,월출동 972,,35.2384,126.864059,2022-11-10
11835,(첨단지구) 폐기물처리장 57,월출동 972,,35.238209,126.864197,2022-11-10
11836,(첨단지구) 폐기물처리장 56,월출동 972,,35.23806,126.864334,2022-11-10
11837,(첨단지구) 폐기물처리장 55,월출동 972,,35.237911,126.864517,2022-11-10
11838,(첨단지구) 폐기물처리장 54,월출동 972,,35.237785,126.864723,2022-11-10
11839,(첨단지구) 폐기물처리장 53,월출동 972,,35.237679,126.864937,2022-11-10
11840,(첨단지구) 폐기물처리장 52,월출동 972,,35.237579,126.865196,2022-11-10
11841,(첨단지구) 폐기물처리장 51,월출동 972,,35.237492,126.865463,2022-11-10
11843,(첨단지구) 폐기물처리장 49,월출동 972,,35.237324,126.865944,2022-11-10
11844,(첨단지구) 폐기물처리장 50,월출동 989-1,,35.237415,126.865746,2022-11-10
11845,(첨단지구) 폐기물처리장 48,월출동 972,,35.237236,126.866196,2022-11-10
11846,(첨단지구) 폐기물처리장 47,월출동 972,,35.237148,126.866455,2022-11-10
11847,(첨단지구) 폐기물처리장 46,월출동 972,,35.237057,126.866714,2022-11-10
11848,(첨단지구) 폐기물처리장 45,월출동 972,,35.236969,126.866959,2022-11-10
11849,(첨단지구) 폐기물처리장 44,월출동 972,,35.236893,126.867203,2022-11-10
11850,(첨단지구) 폐기물처리장 43,월출동 972,,35.236797,126.867462,2022-11-10
11879,(첨단지구) 한국산업인력공단 01,대촌동 961,,35.228561,126.858498,2022-11-10
11880,(첨단지구) 한국산업인력공단 02,대촌동 961,,35.228558,126.858841,2022-11-10
11881,(첨단지구) 한국산업인력공단 03,대촌동 961,,35.228527,126.859215,2022-11-10
11882,(첨단지구) 한국산업인력공단 04,대촌동 961,,35.228481,126.859581,2022-11-10
11883,(첨단지구) 한국산업인력공단 05,대촌동 961,,35.228416,126.859955,2022-11-10
11884,(첨단지구) 한국산업인력공단 06,대촌동 961,,35.228317,126.860321,2022-11-10
11885,(첨단지구) 한국산업인력공단 07,대촌동 961,,35.228207,126.860664,2022-11-10
11886,(첨단지구) 한국산업인력공단 08,대촌동 961,,35.228092,126.861023,2022-11-10
